,Drug_ID,Protein_ID,label
4259,DB00201,P16499,1
4260,DB01224,P28221,1
4261,DB08916,P00533,1
4262,DB06589,P10635,1
4263,DB01295,P35348,1
4264,DB00462,P11229,1
4265,DB03367,P39900,1
4266,DB00363,P46098,1
4267,DB07993,P56817,1
4268,DB02315,Q9UL51,1
4269,DB01888,P24941,1
4270,DB00171,P10398,1
4271,DB00228,O00591,1
4272,DB09202,P25100,1
4273,DB05838,P30518,1
4274,DB00818,P10635,1
4275,DB04549,P00918,1
4276,DB00647,P41145,1
4277,DB03796,P08100,1
4278,DB01228,P10635,1
4279,DB02059,P13639,1
4280,DB07780,P49354,1
4281,DB00241,Q9UN88,1
4282,DB02185,Q6UWM7,1
4283,DB08293,P08238,1
4284,DB07231,P07858,1
4285,DB07376,P08709,1
4286,DB01233,P19099,1
4287,DB02999,Q13002,1
4288,DB04077,P17050,1
4289,DB06637,Q14721,1
4290,DB00936,P23219,1
4291,DB00571,P05177,1
4292,DB00118,P31153,1
4293,DB03471,P14555,1
4294,DB08084,P15121,1
4295,DB06616,P36507,1
4296,DB03439,P04746,1
4297,DB00752,P33261,1
4298,DB00769,P08684,1
4299,DB03683,P14780,1
4300,DB04472,O00182,1
4301,DB01406,P10275,1
4302,DB00599,P43681,1
4303,DB03608,P30044,1
4304,DB01381,P11712,1
4305,DB01919,P17612,1
4306,DB00408,P21917,1
4307,DB00292,Q8N1C3,1
4308,DB07234,P49137,1
4309,DB02714,P07998,1
4310,DB08229,P42574,1
4311,DB00328,Q07869,1
4312,DB00408,Q9H3N8,1
4313,DB04395,P68133,1
4314,DB01216,P18405,1
4315,DB00139,Q9NVH6,1
4316,DB00013,P05121,1
4317,DB01224,P28222,1
4318,DB06096,P28221,1
4319,DB02350,P08254,1
4320,DB00668,P00439,1
4321,DB00111,O75015,1
4322,DB01049,P48169,1
4323,DB00111,P14784,1
4324,DB01184,P05177,1
4325,DB01124,P48048,1
4326,DB00074,P02746,1
4327,DB00157,P15428,1
4328,DB01998,P01009,1
4329,DB02494,P62917,1
4330,DB00081,P12318,1
4331,DB00425,P14867,1
4332,DB02795,Q9NZK7,1
4333,DB00452,P61073,1
4334,DB01625,P20309,1
4335,DB00162,Q9BTZ2,1
4336,DB00708,P41145,1
4337,DB01054,P08684,1
4338,DB01353,P14867,1
4339,DB02774,P84077,1
4340,DB02644,P29475,1
4341,DB05271,P21917,1
4342,DB00515,P20813,1
4343,DB00424,P11229,1
4344,DB03959,P08758,1
4345,DB00540,P08173,1
4346,DB00013,P14543,1
4347,DB07144,P00374,1
4348,DB01426,P10635,1
4349,DB07627,P07384,1
4350,DB00721,Q86W47,1
4351,DB03121,P14555,1
4352,DB01233,P14416,1
4353,DB07453,P05177,1
4354,DB01189,P23415,1
4355,DB01115,P04798,1
4356,DB00611,P35372,1
4357,DB07801,O14965,1
4358,DB02277,Q16539,1
4359,DB08790,O60760,1
4360,DB00297,P08684,1
4361,DB04961,P27707,1
4362,DB00055,P00734,1
4363,DB00125,P04424,1
4364,DB00142,P42263,1
4365,DB00714,P28223,1
4366,DB00122,P06276,1
4367,DB00425,P47869,1
4368,DB01221,P23219,1
4369,DB05417,P23415,1
4370,DB05578,P35968,1
4371,DB01407,P13945,1
4372,DB07853,Q13557,1
4373,DB00216,P30939,1
4374,DB08222,P04118,1
4375,DB00455,P33261,1
4376,DB00157,P48728,1
4377,DB00277,Q14432,1
4378,DB00494,O60656,1
4379,DB01370,P05023,1
4380,DB01026,P24462,1
4381,DB01094,O75908,1
4382,DB08378,P12883,1
4383,DB01752,O14717,1
4384,DB01558,P34903,1
4385,DB00184,P11509,1
4386,DB01198,P11712,1
4387,DB02479,P00918,1
4388,DB03129,P35030,1
4389,DB01296,P33261,1
4390,DB04098,P17612,1
4391,DB00036,P13726,1
4392,DB00675,Q01740,1
4393,DB00788,P23219,1
4394,DB00753,P47869,1
4395,DB00907,P11229,1
4396,DB02325,P30041,1
4397,DB07374,Q9UNX3,1
4398,DB00884,P35354,1
4399,DB00193,P28335,1
4400,DB07031,P13631,1
4401,DB00001,P00734,1
4402,DB08532,P24941,1
4403,DB00419,Q16739,1
4404,DB00898,Q15825,1
4405,DB00678,P33261,1
4406,DB06702,P11229,1
4407,DB07119,Q92731,1
4408,DB01559,P34903,1
4409,DB04920,Q01668,1
4410,DB03192,P51659,1
4411,DB07129,P00749,1
4412,DB00818,O00519,1
4413,DB08232,P08709,1
4414,DB02360,P08311,1
4415,DB02611,P17612,1
4416,DB00622,P20815,1
4417,DB00312,P33261,1
4418,DB00647,P08684,1
4419,DB00398,P24462,1
4420,DB00847,P61278,1
4421,DB00898,Q99928,1
4422,DB08807,P08908,1
4423,DB08611,P25774,1
4424,DB04335,P47989,1
4425,DB00604,P28223,1
4426,DB00454,P23975,1
4427,DB00709,P49585,1
4428,DB01043,Q8TCU5,1
4429,DB01160,P43119,1
4430,DB01233,P10635,1
4431,DB08186,Q92831,1
4432,DB00188,Q99436,1
4433,DB00799,P10632,1
4434,DB00157,P09417,1
4435,DB01558,P24046,1
4436,DB03606,Q07343,1
4437,DB00404,Q16445,1
4438,DB05232,Q9NY46,1
4439,DB03752,P23219,1
4440,DB00201,P21817,1
4441,DB00227,P35503,1
4442,DB01630,P08253,1
4443,DB05282,O95831,1
4444,DB08436,P07900,1
4445,DB01411,P01375,1
4446,DB00734,P20815,1
4447,DB01015,O60656,1
4448,DB00081,P12314,1
4449,DB00628,Q16445,1
4450,DB00557,P10635,1
4451,DB02709,Q16678,1
4452,DB06996,P00734,1
4453,DB01705,P07477,1
4454,DB00036,P00742,1
4455,DB03963,O60603,1
4456,DB02315,O00408,1
4457,DB01075,P35367,1
4458,DB01032,Q8TCC7,1
4459,DB02141,P29474,1
4460,DB00045,O60603,1
4461,DB00201,P42338,1
4462,DB01058,P24462,1
4463,DB00598,P25100,1
4464,DB04271,Q08499,1
4465,DB08147,P18031,1
4466,DB03003,P09211,1
4467,DB00298,P35368,1
4468,DB08537,P24941,1
4469,DB01442,P54219,1
4470,DB08906,P08684,1
4471,DB00153,Q6VVX0,1
4472,DB04141,Q16134,1
4473,DB00334,P47870,1
4474,DB06441,Q9H244,1
4475,DB00300,P05177,1
4476,DB08464,P14625,1
4477,DB00568,Q13698,1
4478,DB00917,P43115,1
4479,DB00608,P20815,1
4480,DB00700,P24462,1
4481,DB05420,P23921,1
4482,DB06713,P08842,1
4483,DB01708,O00204,1
4484,DB04743,P35354,1
4485,DB02010,P49137,1
4486,DB00748,P10635,1
4487,DB01435,P11712,1
4488,DB00434,P35367,1
4489,DB00005,P02747,1
4490,DB02296,P00797,1
4491,DB04820,P21964,1
4492,DB06854,P00749,1
4493,DB00371,P47869,1
4494,DB01280,P09884,1
4495,DB00690,P05181,1
4496,DB03867,P00390,1
4497,DB00142,Q05586,1
4498,DB00493,Q16348,1
4499,DB00786,P50281,1
4500,DB07028,P15121,1
4501,DB00783,P05177,1
4502,DB01234,P51843,1
4503,DB01321,P08684,1
4504,DB03147,P22570,1
4505,DB00306,P31644,1
4506,DB06838,P00734,1
4507,DB01408,P06276,1
4508,DB00002,P12318,1
4509,DB00709,P15531,1
4510,DB00445,P16662,1
4511,DB00996,P54687,1
4512,DB00411,P08172,1
4513,DB01087,P08729,1
4514,DB07985,P07477,1
4515,DB08901,P22607,1
4516,DB00153,P08684,1
4517,DB00721,Q9UGI6,1
4518,DB00171,Q04771,1
4519,DB01388,P15538,1
4520,DB05169,O14965,1
4521,DB00159,Q8NER1,1
4522,DB00205,P00374,1
4523,DB00651,Q08499,1
4524,DB00773,P30711,1
4525,DB00559,P11712,1
4526,DB00637,P20815,1
4527,DB00157,O43678,1
4528,DB00018,P17181,1
4529,DB00022,P48551,1
4530,DB03708,O43252,1
4531,DB00420,P14416,1
4532,DB00315,P05177,1
4533,DB00344,P23975,1
4534,DB00934,P34969,1
4535,DB03222,P06746,1
4536,DB00865,Q01959,1
4537,DB09570,P10632,1
4538,DB00490,P20815,1
4539,DB00752,P10635,1
4540,DB00842,O00591,1
4541,DB04574,P11712,1
4542,DB09078,P11362,1
4543,DB06775,P31327,1
4544,DB00682,P05177,1
4545,DB06738,P35372,1
4546,DB00292,P18507,1
4547,DB01094,P35610,1
4548,DB05507,P01584,1
4549,DB00795,P24557,1
4550,DB06712,Q13936,1
4551,DB08413,P01834,1
4552,DB00130,O15067,1
4553,DB05141,O15392,1
4554,DB05913,P17948,1
4555,DB00463,Q8N1C3,1
4556,DB07285,P14780,1
4557,DB01100,P62158,1
4558,DB00252,P20815,1
4559,DB03597,O76083,1
4560,DB05412,P01375,1
4561,DB00553,P08684,1
4562,DB02895,P00390,1
4563,DB00344,P31645,1
4564,DB03661,P18031,1
4565,DB00898,P23416,1
4566,DB04872,P29371,1
4567,DB00555,P35503,1
4568,DB01117,P11712,1
4569,DB06288,P35462,1
4570,DB01175,P31645,1
4571,DB04522,Q15796,1
4572,DB01104,P11712,1
4573,DB07778,P31930,1
4574,DB06201,P05181,1
4575,DB00266,P11712,1
4576,DB00788,P35354,1
4577,DB00656,P28223,1
4578,DB03345,P01009,1
4579,DB08915,Q15788,1
4580,DB00357,P05177,1
4581,DB01235,P35462,1
4582,DB01268,P17948,1
4583,DB00293,P04818,1
4584,DB00882,P08684,1
4585,DB04493,P16118,1
4586,DB00503,P05181,1
4587,DB00250,P33261,1
4588,DB00149,O60294,1
4589,DB00360,P07101,1
4590,DB00106,P30968,1
4591,DB02267,P04424,1
4592,DB00246,P20309,1
4593,DB00967,P10635,1
4594,DB07539,P20248,1
4595,DB00513,Q06278,1
4596,DB08504,P27487,1
4597,DB00845,P08684,1
4598,DB01229,P11712,1
4599,DB00626,P14735,1
4600,DB00157,Q02252,1
4601,DB06414,P08684,1
4602,DB00952,P08908,1
4603,DB00409,P35462,1
4604,DB08194,P07900,1
4605,DB01397,P23219,1
4606,DB08368,P15085,1
4607,DB04272,Q9BZX2,1
4608,DB00105,P17181,1
4609,DB00734,P21917,1
4610,DB01124,P33261,1
4611,DB00794,P36544,1
4612,DB00155,P29474,1
4613,DB02303,Q12882,1
4614,DB03309,P19622,1
4615,DB01244,Q01064,1
4616,DB03384,P55210,1
4617,DB00122,O14939,1
4618,DB03465,P13929,1
4619,DB01142,P20309,1
4620,DB03102,P18031,1
4621,DB03667,P23219,1
4622,DB01595,P48169,1
4623,DB00959,P08684,1
4624,DB04505,P07900,1
4625,DB00139,P31040,1
4626,DB00829,Q8N1C3,1
4627,DB00973,P54855,1
4628,DB00157,Q15800,1
4629,DB00370,P21918,1
4630,DB00897,P08684,1
4631,DB01381,P14555,1
4632,DB08348,Q9Y6F1,1
4633,DB01594,P24046,1
4634,DB00172,P30405,1
4635,DB07477,P07711,1
4636,DB08689,O14521,1
4637,DB08480,P27338,1
4638,DB00114,P17735,1
4639,DB06589,P09619,1
4640,DB08695,O60760,1
4641,DB00161,P05166,1
4642,DB00056,O75015,1
4643,DB08740,P07339,1
4644,DB05191,P29274,1
4645,DB00313,Q9UQD0,1
4646,DB00913,P35372,1
4647,DB08497,P42574,1
4648,DB01221,P28335,1
4649,DB00934,P08173,1
4650,DB00172,Q96EM0,1
4651,DB00170,Q9BQB6,1
4652,DB01892,P09917,1
4653,DB02457,P07098,1
4654,DB00493,Q8TCC7,1
4655,DB01905,P07477,1
4656,DB08746,P00742,1
4657,DB00630,P23469,1
4658,DB01167,P20813,1
4659,DB00469,P35354,1
4660,DB00675,P10632,1
4661,DB00458,P35348,1
4662,DB04016,P23946,1
4663,DB00163,P15559,1
4664,DB05133,P01584,1
4665,DB00182,P27338,1
4666,DB08077,P68871,1
4667,DB02684,P07814,1
4668,DB01069,P35348,1
4669,DB00264,P33261,1
4670,DB01213,P04040,1
4671,DB07206,P56817,1
4672,DB08756,O75116,1
4673,DB08789,P07900,1
4674,DB00418,O60391,1
4675,DB01182,Q12809,1
4676,DB00255,Q92731,1
4677,DB00006,P00734,1
4678,DB00197,Q9HAW8,1
4679,DB01110,Q16558,1
4680,DB00920,Q08493,1
4681,DB05281,P68366,1
4682,DB05676,P60568,1
4683,DB00471,Q9Y271,1
4684,DB04893,P49356,1
4685,DB04957,P51787,1
4686,DB00289,Q01959,1
4687,DB00741,P15538,1
4688,DB06287,P42345,1
4689,DB05773,P04626,1
4690,DB07384,P25705,1
4691,DB00157,P08559,1
4692,DB00120,P00439,1
4693,DB01175,P11229,1
4694,DB00909,Q9ULX7,1
4695,DB00306,P36544,1
4696,DB03271,P17752,1
4697,DB03314,P60174,1
4698,DB00674,P30532,1
4699,DB04391,P07477,1
4700,DB08176,P27338,1
4701,DB01076,P16662,1
4702,DB01013,P04798,1
4703,DB00935,P18825,1
4704,DB00800,P18089,1
4705,DB07723,P37231,1
4706,DB07859,P61925,1
4707,DB00722,Q9BYF1,1
4708,DB01200,P14416,1
4709,DB05676,P29474,1
4710,DB00462,P08172,1
4711,DB00568,P35367,1
4712,DB08437,P62913,1
4713,DB00991,P35354,1
4714,DB00176,P04798,1
4715,DB01132,P23219,1
4716,DB08888,P01023,1
4717,DB03691,Q9UBX1,1
4718,DB07072,P27487,1
4719,DB08865,P08684,1
4720,DB00245,P33261,1
4721,DB01215,P78334,1
4722,DB01472,P31645,1
4723,DB01297,P08588,1
4724,DB05459,P29460,1
4725,DB04774,P68133,1
4726,DB04839,P11511,1
4727,DB03765,P07998,1
4728,DB01043,P11509,1
4729,DB00579,Q01959,1
4730,DB08814,P23219,1
4731,DB00184,P05181,1
4732,DB01236,P31644,1
4733,DB06262,P35368,1
4734,DB01003,Q12791,1
4735,DB09053,Q06187,1
4736,DB00754,Q14524,1
4737,DB01054,Q06432,1
4738,DB04759,P45452,1
4739,DB00214,P10632,1
4740,DB01309,P06213,1
4741,DB06729,P10635,1
4742,DB06203,P08684,1
4743,DB00408,P35348,1
4744,DB04714,P14324,1
4745,DB00188,P20618,1
4746,DB01143,P22413,1
4747,DB00920,O60658,1
4748,DB00536,P05091,1
4749,DB00189,P18507,1
4750,DB03480,Q02127,1
4751,DB03725,P35558,1
4752,DB05271,P18089,1
4753,DB07004,P04271,1
4754,DB00549,P05181,1
4755,DB05219,Q08499,1
4756,DB00302,P00747,1
4757,DB00857,P11511,1
4758,DB00129,P04181,1
4759,DB04119,Q9UQM7,1
4760,DB00112,P31994,1
4761,DB00295,P10635,1
4762,DB01871,Q9UBX1,1
4763,DB04338,P28482,1
4764,DB00250,P11712,1
4765,DB08377,P01857,1
4766,DB01666,P19883,1
4767,DB04722,P00734,1
4768,DB00877,P09038,1
4769,DB05314,P32320,1
4770,DB09272,P41145,1
4771,DB00095,P12314,1
4772,DB00116,Q96DP5,1
4773,DB01445,P21397,1
4774,DB04426,P11226,1
4775,DB00898,P11766,1
4776,DB00909,Q14524,1
4777,DB08420,P07477,1
4778,DB04395,Q06609,1
4779,DB01361,P33260,1
4780,DB01101,Q12882,1
4781,DB00212,P00797,1
4782,DB08882,P27487,1
4783,DB00136,P08684,1
4784,DB00659,Q9UN88,1
4785,DB00233,P35354,1
4786,DB07306,P35228,1
4787,DB00878,P50135,1
4788,DB06207,P25100,1
4789,DB04315,P18085,1
4790,DB00706,P35368,1
4791,DB04464,Q16740,1
4792,DB00193,P41145,1
4793,DB00035,P37288,1
4794,DB00228,P31644,1
4795,DB01137,P05177,1
4796,DB00313,Q9UI33,1
4797,DB01216,P24462,1
4798,DB00622,Q01064,1
4799,DB00213,P11712,1
4800,DB00910,P08684,1
4801,DB08691,P49761,1
4802,DB00015,P02671,1
4803,DB00157,Q08426,1
4804,DB00561,O14649,1
4805,DB00543,P28335,1
4806,DB04934,P08684,1
4807,DB04821,P27338,1
4808,DB08201,P06276,1
4809,DB02010,P41240,1
4810,DB02494,P62750,1
4811,DB04514,P07998,1
4812,DB01214,P08588,1
4813,DB00769,P04150,1
4814,DB00674,P11230,1
4815,DB01068,P28472,1
4816,DB01595,P31644,1
4817,DB03314,P09488,1
4818,DB04895,O14786,1
4819,DB07255,P54760,1
4820,DB00967,P05177,1
4821,DB00334,P08912,1
4822,DB05239,P08684,1
4823,DB00143,P09488,1
4824,DB01023,P62158,1
4825,DB00337,P42345,1
4826,DB00273,Q99928,1
4827,DB00420,P08684,1
4828,DB00842,P08684,1
4829,DB00738,P05177,1
4830,DB08730,Q16539,1
4831,DB06148,P08684,1
4832,DB00349,P14867,1
4833,DB08896,P22309,1
4834,DB01100,P05181,1
4835,DB00157,O75380,1
4836,DB01440,Q9HAB3,1
4837,DB00780,P05181,1
4838,DB00842,O60656,1
4839,DB02709,P16083,1
4840,DB00568,Q13936,1
4841,DB03677,P34913,1
4842,DB07455,P42262,1
4843,DB00461,P05164,1
4844,DB03081,P07477,1
4845,DB08899,P20815,1
4846,DB02929,P08758,1
4847,DB00628,P30536,1
4848,DB00131,Q13131,1
4849,DB00724,P05177,1
4850,DB05146,P10721,1
4851,DB00210,P13631,1
4852,DB00217,P18825,1
4853,DB02170,P68400,1
4854,DB05036,Q96KG9,1
4855,DB08901,P36888,1
4856,DB06594,P28335,1
4857,DB00909,Q8IWT1,1
4858,DB00550,P09172,1
4859,DB03749,P07900,1
4860,DB00752,P08684,1
4861,DB00726,P14416,1
4862,DB03441,P15085,1
4863,DB04315,Q6NXR0,1
4864,DB00141,O60513,1
4865,DB00281,P10635,1
4866,DB01136,P35348,1
4867,DB00622,P11229,1
4868,DB07394,P06576,1
4869,DB09207,P14416,1
4870,DB01144,P00918,1
4871,DB01223,Q92769,1
4872,DB01752,Q86VU5,1
4873,DB01382,Q09428,1
4874,DB01942,O14936,1
4875,DB00182,P23975,1
4876,DB05284,P07437,1
4877,DB08392,O14757,1
4878,DB04141,P31040,1
4879,DB04599,P42262,1
4880,DB09128,P28223,1
4881,DB00865,Q05940,1
4882,DB00619,P20815,1
4883,DB00897,P31644,1
4884,DB08818,Q14520,1
4885,DB05271,P14416,1
4886,DB05298,Q08499,1
4887,DB01174,P08684,1
4888,DB02979,P29474,1
4889,DB00292,O14764,1
4890,DB00056,P00736,1
4891,DB00381,P05177,1
4892,DB06691,P10635,1
4893,DB00157,P49419,1
4894,DB07675,P37231,1
4895,DB00469,P23219,1
4896,DB01174,P24462,1
4897,DB01375,P21796,1
4898,DB01685,P47989,1
4899,DB02933,Q13126,1
4900,DB07360,O14965,1
4901,DB08846,Q16790,1
4902,DB08645,P00918,1
4903,DB00677,P22303,1
4904,DB00334,P08684,1
4905,DB00157,P14061,1
4906,DB00599,P14867,1
4907,DB05239,P08183,1
4908,DB05767,Q00653,1
4909,DB01093,P10635,1
4910,DB01189,P28472,1
4911,DB00367,P18405,1
4912,DB02018,P20231,1
4913,DB06924,P15085,1
4914,DB00143,O95881,1
4915,DB01320,P10632,1
4916,DB06699,P30968,1
4917,DB02379,P04745,1
4918,DB00903,Q13621,1
4919,DB08059,P53350,1
4920,DB04272,P03950,1
4921,DB09207,P35462,1
4922,DB08122,P24941,1
4923,DB01151,P35348,1
4924,DB02924,Q8WX39,1
4925,DB05271,P21918,1
4926,DB04141,P31930,1
4927,DB01216,P20815,1
4928,DB07906,P11086,1
4929,DB06155,P21554,1
4930,DB00327,P41143,1
4931,DB00875,P14416,1
4932,DB02811,P06276,1
4933,DB01107,Q8N1C3,1
4934,DB05250,P01584,1
4935,DB01104,P20813,1
4936,DB00196,P20815,1
4937,DB00095,P12318,1
4938,DB01069,P28223,1
4939,DB00594,P51172,1
4940,DB01576,Q01959,1
4941,DB00409,P21917,1
4942,DB00005,P02746,1
4943,DB05501,P51681,1
4944,DB03346,P49888,1
4945,DB06954,P00918,1
4946,DB00795,P37231,1
4947,DB00569,P00742,1
4948,DB00897,P48169,1
4949,DB00421,O60840,1
4950,DB05130,P41597,1
4951,DB01667,P00491,1
4952,DB00530,P20815,1
4953,DB00980,P48039,1
4954,DB01834,P09488,1
4955,DB00688,P10632,1
4956,DB01296,P01579,1
4957,DB01520,Q12879,1
4958,DB08208,Q02750,1
4959,DB00241,P78334,1
4960,DB00126,O00469,1
4961,DB00349,P20813,1
4962,DB02142,Q16773,1
4963,DB08162,Q13464,1
4964,DB00777,P11229,1
4965,DB00668,P18089,1
4966,DB01064,P13945,1
4967,DB03575,Q99720,1
4968,DB00119,P11177,1
4969,DB00188,P10632,1
4970,DB00039,P22455,1
4971,DB00199,P08183,1
4972,DB00582,P24462,1
4973,DB01238,P35348,1
4974,DB00248,P41595,1
4975,DB00915,P14416,1
4976,DB08530,P27487,1
4977,DB00108,P05362,1
4978,DB01325,P00918,1
4979,DB02565,Q9BY41,1
4980,DB00071,P48745,1
4981,DB01174,P10632,1
4982,DB00679,P10632,1
4983,DB07644,Q96C86,1
4984,DB00334,P20309,1
4985,DB07548,P00734,1
4986,DB01054,P24462,1
4987,DB07902,P53582,1
4988,DB07228,O14757,1
4989,DB00114,P11217,1
4990,DB01621,P08684,1
4991,DB01168,Q16678,1
4992,DB00295,P10632,1
4993,DB00435,P05177,1
4994,DB00393,Q13698,1
4995,DB06148,P28223,1
4996,DB01179,P07437,1
4997,DB07778,O14957,1
4998,DB05431,P09917,1
4999,DB07208,P37231,1
5000,DB00818,P08684,1
5001,DB00157,P07195,1
5002,DB01050,P23219,1
5003,DB02078,P06241,1
5004,DB00176,P20815,1
5005,DB06923,P07477,1
5006,DB07195,Q15596,1
5007,DB00726,P08588,1
5008,DB03088,O43612,1
5009,DB08232,P13726,1
5010,DB01595,P28476,1
5011,DB08513,P35568,1
5012,DB07126,P20248,1
5013,DB00142,Q14957,1
5014,DB06414,P11712,1
5015,DB00745,P33261,1
5016,DB01028,P11712,1
5017,DB06843,Q08462,1
5018,DB03365,P24941,1
5019,DB02616,P00813,1
5020,DB03707,P29474,1
5021,DB07068,P23467,1
5022,DB00170,P00742,1
5023,DB01071,P08684,1
5024,DB00342,P08173,1
5025,DB07608,Q13627,1
5026,DB07149,P49841,1
5027,DB00824,P29275,1
5028,DB00127,Q96F10,1
5029,DB03381,P07108,1
5030,DB00216,P28221,1
5031,DB00918,P31513,1
5032,DB08018,P29474,1
5033,DB00321,P08908,1
5034,DB08157,P00915,1
5035,DB00925,P07550,1
5036,DB06803,P11712,1
5037,DB04471,P03372,1
5038,DB01156,P11509,1
5039,DB00404,P14867,1
5040,DB00142,O00341,1
5041,DB00675,Q04759,1
5042,DB01889,Q14994,1
5043,DB03721,P11226,1
5044,DB05166,Q8TDV5,1
5045,DB07557,P51857,1
5046,DB00857,P08684,1
5047,DB01839,P00488,1
5048,DB07101,Q02750,1
5049,DB00641,P08684,1
5050,DB00427,P35367,1
5051,DB01392,P41595,1
5052,DB08737,P03372,1
5053,DB08896,P07949,1
5054,DB01038,P21918,1
5055,DB01959,Q07343,1
5056,DB00246,P18825,1
5057,DB04566,Q8N142,1
5058,DB07049,P28845,1
5059,DB00628,P18505,1
5060,DB01105,Q01959,1
5061,DB01567,P34903,1
5062,DB08930,P20815,1
5063,DB01017,P14780,1
5064,DB08330,Q9UDW1,1
5065,DB00295,P16662,1
5066,DB01589,P18505,1
5067,DB00773,P08684,1
5068,DB01028,P98194,1
5069,DB01019,P08172,1
5070,DB01430,P05023,1
5071,DB05161,P24158,1
5072,DB08453,Q9UDW1,1
5073,DB00446,P08684,1
5074,DB05404,P04637,1
5075,DB06663,P35346,1
5076,DB05014,P36888,1
5077,DB01227,P30926,1
5078,DB04821,P05164,1
5079,DB00620,P08684,1
5080,DB01132,P33261,1
5081,DB00718,P22392,1
5082,DB07556,P03956,1
5083,DB00753,P98194,1
5084,DB00780,Q16853,1
5085,DB00072,O75015,1
5086,DB00758,P10632,1
5087,DB00679,P05181,1
5088,DB06933,P53779,1
5089,DB01142,P18825,1
5090,DB01204,P08684,1
5091,DB00582,P31513,1
5092,DB08124,P24941,1
5093,DB06898,P03372,1
5094,DB08299,Q08499,1
5095,DB01136,P35368,1
5096,DB07223,P07858,1
5097,DB08897,P08173,1
5098,DB00171,Q9Y4W6,1
5099,DB00675,P17252,1
5100,DB00668,P18825,1
5101,DB00160,Q9UHI5,1
5102,DB08553,P15056,1
5103,DB04645,P11217,1
5104,DB01184,P20813,1
5105,DB07574,P68363,1
5106,DB00751,P35348,1
5107,DB00668,P05177,1
5108,DB00682,P33260,1
5109,DB00041,P47712,1
5110,DB03106,P04062,1
5111,DB08221,Q02763,1
5112,DB07860,P61925,1
5113,DB04975,P20813,1
5114,DB08236,O15143,1
5115,DB00856,P47989,1
5116,DB00248,P28223,1
5117,DB00580,P08684,1
5118,DB03849,Q07343,1
5119,DB00495,P04183,1
5120,DB01159,P03886,1
5121,DB01225,P00742,1
5122,DB04077,Q14643,1
5123,DB07771,P49354,1
5124,DB07877,P07900,1
5125,DB01248,P11137,1
5126,DB00514,P13498,1
5127,DB00796,P35503,1
5128,DB00829,P08684,1
5129,DB00162,Q8NBN7,1
5130,DB03381,P08100,1
5131,DB01591,P20309,1
5132,DB05715,Q16739,1
5133,DB08564,P12931,1
5134,DB00157,O43920,1
5135,DB00580,P11712,1
5136,DB00532,P10635,1
5137,DB00774,Q13621,1
5138,DB07676,P49841,1
5139,DB00501,P11712,1
5140,DB00248,P08913,1
5141,DB00114,P13196,1
5142,DB00142,P48664,1
5143,DB06836,Q8NEB9,1
5144,DB00996,P54289,1
5145,DB00112,P12314,1
5146,DB00215,P05177,1
5147,DB02379,Q6L8H2,1
5148,DB05743,P28222,1
5149,DB00188,Q13200,1
5150,DB00005,P31994,1
5151,DB05075,P35968,1
5152,DB00999,P55017,1
5153,DB01424,P10635,1
5154,DB01567,P78334,1
5155,DB00683,P28476,1
5156,DB04786,P14555,1
5157,DB08132,P24941,1
5158,DB08773,P03372,1
5159,DB00320,P08684,1
5160,DB00458,P14416,1
5161,DB01227,P35372,1
5162,DB08155,P00915,1
5163,DB00514,Q99720,1
5164,DB00705,P20815,1
5165,DB01171,P33261,1
5166,DB02569,P15531,1
5167,DB00893,P02792,1
5168,DB00247,P34969,1
5169,DB01645,P03372,1
5170,DB00590,P25100,1
5171,DB00381,Q00975,1
5172,DB07710,P00918,1
5173,DB00358,P10635,1
5174,DB08070,P61925,1
5175,DB00157,Q16798,1
5176,DB00054,P05106,1
5177,DB01905,P00749,1
5178,DB00333,P05177,1
5179,DB09028,Q15825,1
5180,DB08478,P04818,1
5181,DB01915,P08263,1
5182,DB00805,P21397,1
5183,DB00987,P27707,1
5184,DB00143,P48637,1
5185,DB07574,Q9H169,1
5186,DB00273,P47870,1
5187,DB00220,P20815,1
5188,DB00714,P21918,1
5189,DB00393,P20815,1
5190,DB04246,P07477,1
5191,DB05389,Q86VB7,1
5192,DB00571,P07550,1
5193,DB00002,P31995,1
5194,DB01102,P08588,1
5195,DB02078,P35080,1
5196,DB00549,Q9Y271,1
5197,DB00237,P18507,1
5198,DB00540,P18825,1
5199,DB00546,P28476,1
5200,DB00647,P35372,1
5201,DB06927,Q15788,1
5202,DB07763,P08574,1
5203,DB09068,P33261,1
5204,DB01275,Q16853,1
5205,DB03575,P20813,1
5206,DB00898,P40394,1
5207,DB07087,Q15596,1
5208,DB00842,P24462,1
5209,DB08745,P00742,1
5210,DB02269,P07477,1
5211,DB05147,P68371,1
5212,DB01032,Q96RD7,1
5213,DB00571,P24462,1
5214,DB06995,P08581,1
5215,DB02701,Q10588,1
5216,DB03950,P00918,1
5217,DB00107,P01178,1
5218,DB07852,P20248,1
5219,DB01619,P35367,1
5220,DB01045,P11509,1
5221,DB08566,P17538,1
5222,DB00242,Q9NRF9,1
5223,DB00312,Q13224,1
5224,DB06616,P11274,1
5225,DB06809,P61073,1
5226,DB00785,P08173,1
5227,DB01614,P14416,1
5228,DB08870,P20815,1
5229,DB06856,P00749,1
5230,DB00380,Q02880,1
5231,DB08515,Q99436,1
5232,DB00875,P21728,1
5233,DB00397,P08588,1
5234,DB01565,P41145,1
