,Drug_ID,Protein_ID,label
2209,DB00972,P05181,1
2210,DB00318,P41143,1
2211,DB00328,O60656,1
2212,DB00789,P52209,1
2213,DB00157,P32322,1
2214,DB00457,Q12809,1
2215,DB04879,P17948,1
2216,DB00172,Q7L3T8,1
2217,DB00903,P09210,1
2218,DB04883,P25101,1
2219,DB04400,P35228,1
2220,DB00802,P08684,1
2221,DB01395,P06276,1
2222,DB00458,P20813,1
2223,DB01559,P14867,1
2224,DB01200,P08908,1
2225,DB05802,P26010,1
2226,DB00111,P01589,1
2227,DB01026,P11509,1
2228,DB06770,P05091,1
2229,DB05250,P05231,1
2230,DB00252,P24462,1
2231,DB01352,P14867,1
2232,DB01766,P00734,1
2233,DB01023,O95180,1
2234,DB01992,Q92831,1
2235,DB07780,P01116,1
2236,DB02007,P15121,1
2237,DB06880,P27487,1
2238,DB00794,Q16445,1
2239,DB03461,O75874,1
2240,DB04604,P78368,1
2241,DB01151,P28223,1
2242,DB00082,Q02928,1
2243,DB00297,P33261,1
2244,DB02685,P07858,1
2245,DB00134,Q9NZL9,1
2246,DB00295,P41143,1
2247,DB00184,P10635,1
2248,DB02930,P16118,1
2249,DB07022,P03951,1
2250,DB00081,P02746,1
2251,DB01224,P35368,1
2252,DB00051,P12314,1
2253,DB00108,P12318,1
2254,DB06925,P06239,1
2255,DB00397,P08913,1
2256,DB01589,P48169,1
2257,DB03877,P00918,1
2258,DB01008,P09211,1
2259,DB00358,P11511,1
2260,DB02901,P10275,1
2261,DB04957,Q12809,1
2262,DB01565,P01189,1
2263,DB00143,P28161,1
2264,DB00237,P28472,1
2265,DB01151,P20309,1
2266,DB02784,P18031,1
2267,DB00818,Q8N1C3,1
2268,DB05743,P28223,1
2269,DB01028,P05177,1
2270,DB00446,P20815,1
2271,DB07579,P02743,1
2272,DB08932,P24530,1
2273,DB00731,P11712,1
2274,DB00500,P48775,1
2275,DB00052,P16471,1
2276,DB00850,P62158,1
2277,DB08867,P10275,1
2278,DB01997,P29474,1
2279,DB00575,P18825,1
2280,DB00625,P11712,1
2281,DB01110,P08684,1
2282,DB00273,P31644,1
2283,DB09045,P43220,1
2284,DB00824,P0DMS8,1
2285,DB01064,O00459,1
2286,DB01037,P21397,1
2287,DB07512,P27338,1
2288,DB07780,P14324,1
2289,DB00758,P23141,1
2290,DB00231,P08684,1
2291,DB04121,P84077,1
2292,DB04719,P68400,1
2293,DB00997,P11388,1
2294,DB00227,P10632,1
2295,DB01159,P14867,1
2296,DB01176,P11712,1
2297,DB00035,P47901,1
2298,DB01242,P09211,1
2299,DB00342,P10632,1
2300,DB02733,P28482,1
2301,DB01273,P32297,1
2302,DB00997,P29474,1
2303,DB06148,P08908,1
2304,DB04606,P08709,1
2305,DB03753,P23219,1
2306,DB08156,P00918,1
2307,DB07821,P23141,1
2308,DB08516,P27338,1
2309,DB07766,Q9UQM7,1
2310,DB02341,P08246,1
2311,DB00389,P11511,1
2312,DB04368,Q9HBH1,1
2313,DB08784,Q9HBL8,1
2314,DB01174,O60391,1
2315,DB04933,O00206,1
2316,DB00199,Q12809,1
2317,DB00563,Q05932,1
2318,DB00156,P26639,1
2319,DB01159,P08100,1
2320,DB01267,P18089,1
2321,DB02783,P00505,1
2322,DB04930,P20813,1
2323,DB03996,P52732,1
2324,DB07754,Q04609,1
2325,DB01355,P47869,1
2326,DB08658,P06276,1
2327,DB08811,O00408,1
2328,DB00909,P33261,1
2329,DB05087,P31644,1
2330,DB09202,P18825,1
2331,DB05013,P17252,1
2332,DB00054,P00736,1
2333,DB00477,Q9H3N8,1
2334,DB00678,P11712,1
2335,DB00523,P19793,1
2336,DB00772,P20813,1
2337,DB01235,P20711,1
2338,DB00718,P54819,1
2339,DB01624,P14416,1
2340,DB00425,P20815,1
2341,DB00122,Q9Y259,1
2342,DB06710,P11511,1
2343,DB11362,P10632,1
2344,DB00725,P20309,1
2345,DB03311,P18031,1
2346,DB00273,P33261,1
2347,DB00119,P53985,1
2348,DB02822,P00326,1
2349,DB08838,P48048,1
2350,DB06725,P35354,1
2351,DB06616,P12931,1
2352,DB00143,P18283,1
2353,DB00363,P35368,1
2354,DB00531,P10632,1
2355,DB01136,P08913,1
2356,DB00415,P46059,1
2357,DB00162,P04798,1
2358,DB06901,P08217,1
2359,DB07259,P09960,1
2360,DB01229,O75469,1
2361,DB01274,P11712,1
2362,DB00594,P37088,1
2363,DB00313,P23219,1
2364,DB00126,O75936,1
2365,DB00747,P20309,1
2366,DB08241,P24941,1
2367,DB07131,P07477,1
2368,DB01623,P05177,1
2369,DB08772,P15121,1
2370,DB05157,O15264,1
2371,DB01419,P35354,1
2372,DB02062,P08473,1
2373,DB01065,P03372,1
2374,DB01618,P14416,1
2375,DB07530,P11473,1
2376,DB04946,P05177,1
2377,DB04050,P02144,1
2378,DB00921,P10635,1
2379,DB04760,P45452,1
2380,DB00876,P30556,1
2381,DB08690,P47985,1
2382,DB00334,P47898,1
2383,DB00295,P06133,1
2384,DB00130,P22735,1
2385,DB00738,Q02928,1
2386,DB00171,Q13564,1
2387,DB01363,P27338,1
2388,DB04186,P24941,1
2389,DB00313,P51649,1
2390,DB06603,Q969S8,1
2391,DB01338,P20309,1
2392,DB05387,P14780,1
2393,DB01409,P08172,1
2394,DB03909,O14983,1
2395,DB00514,P20813,1
2396,DB00515,P47989,1
2397,DB00586,P11712,1
2398,DB04079,P08100,1
2399,DB06262,P00439,1
2400,DB05223,O15379,1
2401,DB04842,P28223,1
2402,DB08689,Q99643,1
2403,DB00753,P28472,1
2404,DB00629,P05177,1
2405,DB00072,P11511,1
2406,DB03158,P32019,1
2407,DB00268,P14416,1
2408,DB00175,P11712,1
2409,DB00559,P24530,1
2410,DB01169,P04798,1
2411,DB00197,P16662,1
2412,DB04660,P17900,1
2413,DB04604,P27361,1
2414,DB00379,P08684,1
2415,DB00703,P05181,1
2416,DB00201,P10635,1
2417,DB01628,P05181,1
2418,DB00472,P11712,1
2419,DB00114,Q8IYQ7,1
2420,DB06216,P28335,1
2421,DB08515,P25788,1
2422,DB02482,P17612,1
2423,DB07401,Q9UDW1,1
2424,DB01437,Q99928,1
2425,DB01154,Q14654,1
2426,DB05080,P35367,1
2427,DB00864,P24462,1
2428,DB00071,P29120,1
2429,DB01049,P28221,1
2430,DB08500,P11217,1
2431,DB02395,P15559,1
2432,DB01283,O60656,1
2433,DB00413,P18089,1
2434,DB02871,P00326,1
2435,DB09078,P22455,1
2436,DB00472,P10635,1
2437,DB02527,P10644,1
2438,DB04920,P08684,1
2439,DB03096,P07339,1
2440,DB02106,P10828,1
2441,DB00898,Q16445,1
2442,DB00898,P05177,1
2443,DB04594,P35914,1
2444,DB00191,P27338,1
2445,DB00002,P02746,1
2446,DB08437,P61927,1
2447,DB00211,P25100,1
2448,DB00337,P62942,1
2449,DB00523,P10276,1
2450,DB00640,P29275,1
2451,DB02028,P50607,1
2452,DB06637,P16389,1
2453,DB00925,P18089,1
2454,DB00203,P33261,1
2455,DB07011,P35228,1
2456,DB01189,Q9UN88,1
2457,DB00092,O75015,1
2458,DB04894,P25103,1
2459,DB08439,P11712,1
2460,DB02093,P06744,1
2461,DB08744,P16083,1
2462,DB04233,P08100,1
2463,DB01045,P22309,1
2464,DB00254,P08684,1
2465,DB04975,P04798,1
2466,DB00404,Q8N1C3,1
2467,DB02526,P00749,1
2468,DB08597,P62942,1
2469,DB01972,P31939,1
2470,DB01268,P35968,1
2471,DB09068,P31645,1
2472,DB01352,P47869,1
2473,DB07384,P06576,1
2474,DB07692,P14618,1
2475,DB00696,P28223,1
2476,DB02613,Q02127,1
2477,DB00294,P08684,1
2478,DB00201,Q14432,1
2479,DB01589,P47869,1
2480,DB07724,Q15788,1
2481,DB00157,Q16878,1
2482,DB01026,P33261,1
2483,DB00914,Q15842,1
2484,DB03702,Q9UNI1,1
2485,DB00175,P08684,1
2486,DB00586,P35499,1
2487,DB00674,P06276,1
2488,DB00129,P54368,1
2489,DB00920,Q08499,1
2490,DB01708,Q12879,1
2491,DB01285,Q07973,1
2492,DB00656,P28335,1
2493,DB00546,P08684,1
2494,DB01068,P18507,1
2495,DB07954,Q13370,1
2496,DB01752,P11086,1
2497,DB06706,P35348,1
2498,DB01234,P11511,1
2499,DB07297,P06239,1
2500,DB00127,P52788,1
2501,DB00526,P09488,1
2502,DB00604,Q13639,1
2503,DB08885,P49765,1
2504,DB08271,P09238,1
2505,DB00908,P04798,1
2506,DB05651,Q13547,1
2507,DB04924,P14416,1
2508,DB00501,P33261,1
2509,DB00725,P11229,1
2510,DB01303,P27815,1
2511,DB01244,P10635,1
2512,DB01008,P08684,1
2513,DB02266,P10275,1
2514,DB03064,Q9UJM8,1
2515,DB07837,O00141,1
2516,DB00321,Q99720,1
2517,DB00907,P08684,1
2518,DB00370,P35462,1
2519,DB00290,Q13867,1
2520,DB00842,P78334,1
2521,DB01281,P42081,1
2522,DB01352,P36544,1
2523,DB00285,P20813,1
2524,DB04077,O43252,1
2525,DB00721,Q92952,1
2526,DB00656,P35367,1
2527,DB03847,P02818,1
2528,DB00615,P08684,1
2529,DB00284,O43451,1
2530,DB04197,P05089,1
2531,DB00786,Q99542,1
2532,DB00020,P32927,1
2533,DB08827,P08684,1
2534,DB04861,P07550,1
2535,DB09033,P13612,1
2536,DB03354,P11217,1
2537,DB07258,P09960,1
2538,DB07401,P08574,1
2539,DB04109,P35030,1
2540,DB03650,P11309,1
2541,DB00257,P05108,1
2542,DB00184,P33261,1
2543,DB09031,Q13393,1
2544,DB00166,Q9Y289,1
2545,DB00381,P08684,1
2546,DB00143,Q7RTV2,1
2547,DB00495,P08684,1
2548,DB02942,Q15075,1
2549,DB08895,P33261,1
2550,DB07380,P17538,1
2551,DB00396,P24462,1
2552,DB01274,P33261,1
2553,DB00716,Q9NS75,1
2554,DB00514,Q15080,1
2555,DB00457,P04798,1
2556,DB00418,Q8TCU5,1
2557,DB00379,P35869,1
2558,DB00777,P14416,1
2559,DB00082,P15104,1
2560,DB07401,P14927,1
2561,DB08499,P42574,1
2562,DB01558,P47869,1
2563,DB01439,P41143,1
2564,DB06959,P61925,1
2565,DB04256,Q13255,1
2566,DB03866,P35354,1
2567,DB00945,Q9UGI9,1
2568,DB00095,P02746,1
2569,DB05492,P28223,1
2570,DB06698,Q9Y5N1,1
2571,DB04868,P20813,1
2572,DB00358,P29274,1
2573,DB08651,Q02880,1
2574,DB00624,P11511,1
2575,DB00128,Q6PI48,1
2576,DB07879,P56524,1
2577,DB00425,P33261,1
2578,DB05035,P10828,1
2579,DB04395,P11309,1
2580,DB00956,P10635,1
2581,DB01351,P14867,1
2582,DB08489,P09237,1
2583,DB04840,P23975,1
2584,DB07032,Q92731,1
2585,DB02709,P23219,1
2586,DB01056,Q14524,1
2587,DB00157,P30838,1
2588,DB01594,Q8N1C3,1
2589,DB01179,P08684,1
2590,DB09068,P11509,1
2591,DB00526,P15559,1
2592,DB00392,Q8TCU5,1
2593,DB03494,P07477,1
2594,DB01435,P35354,1
2595,DB00114,P00505,1
2596,DB07250,P54760,1
2597,DB07853,Q9P289,1
2598,DB08875,P11712,1
2599,DB08756,P17612,1
2600,DB06267,P20815,1
2601,DB00166,P16435,1
2602,DB06911,P00734,1
2603,DB00549,P11712,1
2604,DB00328,P11712,1
2605,DB04899,P20594,1
2606,DB03088,P04745,1
2607,DB08818,O14594,1
2608,DB02341,Q9UNI1,1
2609,DB04855,O00305,1
2610,DB05708,P05177,1
2611,DB00129,P00480,1
2612,DB01028,P48169,1
2613,DB08183,P23458,1
2614,DB00480,P35354,1
2615,DB00131,Q9NUB1,1
2616,DB07221,O95749,1
2617,DB00690,P31644,1
2618,DB01236,P11509,1
2619,DB00818,P22309,1
2620,DB00935,P25100,1
2621,DB01049,P21728,1
2622,DB00306,P42262,1
2623,DB00399,O95749,1
2624,DB02726,P13929,1
2625,DB08133,P24941,1
2626,DB00171,Q07912,1
2627,DB06637,Q92953,1
2628,DB00248,P34969,1
2629,DB00371,O14764,1
2630,DB08707,P11309,1
2631,DB00630,P38606,1
2632,DB00217,P08588,1
2633,DB00600,P14679,1
2634,DB00412,O60488,1
2635,DB04203,P00918,1
2636,DB00280,Q14524,1
2637,DB01159,O14649,1
2638,DB00246,P28566,1
2639,DB01151,P11509,1
2640,DB00986,P11229,1
2641,DB09052,P15391,1
2642,DB01023,P54289,1
2643,DB01050,P11712,1
2644,DB00546,A8MPY1,1
2645,DB02226,P22303,1
2646,DB03010,P68366,1
2647,DB00246,P28335,1
2648,DB05066,P01584,1
2649,DB07190,P00734,1
2650,DB05147,Q9BVA1,1
2651,DB06711,P08913,1
2652,DB01049,P18089,1
2653,DB00761,Q9UP95,1
2654,DB01612,P16066,1
2655,DB01181,P08684,1
2656,DB01790,P10644,1
2657,DB02744,P07477,1
2658,DB01280,P27707,1
2659,DB07690,Q7Z2Z2,1
2660,DB03814,Q8IWL2,1
2661,DB00036,P08709,1
2662,DB00622,P33261,1
2663,DB00477,P35367,1
2664,DB07574,Q71U36,1
2665,DB04644,P11217,1
2666,DB07130,P18031,1
2667,DB00328,P37231,1
2668,DB08782,P00918,1
2669,DB04027,P06732,1
2670,DB01126,P20815,1
2671,DB04743,P02788,1
2672,DB00197,P05121,1
2673,DB07186,O14965,1
2674,DB00835,P10632,1
2675,DB00640,P29274,1
2676,DB04350,Q13231,1
2677,DB01261,P10632,1
2678,DB06779,P15692,1
2679,DB07922,P39900,1
2680,DB00197,O60488,1
2681,DB02482,P50613,1
2682,DB00041,P31785,1
2683,DB07835,Q16539,1
2684,DB00418,P11712,1
2685,DB00850,P10635,1
2686,DB00909,O95180,1
2687,DB00246,P08684,1
2688,DB00514,P14598,1
2689,DB01419,P23219,1
2690,DB03147,Q9UKU7,1
2691,DB01149,P35368,1
2692,DB03845,P23919,1
2693,DB00468,P11712,1
2694,DB08398,Q15596,1
2695,DB07217,P53779,1
2696,DB01171,P21397,1
2697,DB03297,P04179,1
2698,DB01520,O60391,1
2699,DB03461,Q08257,1
2700,DB07198,Q92731,1
2701,DB06643,O14788,1
2702,DB01028,O14764,1
2703,DB06900,Q16651,1
2704,DB00116,P42898,1
2705,DB01065,P04798,1
2706,DB02486,P08263,1
2707,DB00287,P43088,1
2708,DB01567,P47870,1
2709,DB01087,P16083,1
2710,DB05383,P15121,1
2711,DB00661,Q9P0X4,1
2712,DB07346,P56817,1
2713,DB05216,P16234,1
2714,DB00861,P35354,1
2715,DB00768,P35367,1
2716,DB01351,P36544,1
2717,DB05472,P48551,1
2718,DB00333,P10632,1
2719,DB01365,P08588,1
2720,DB01558,P05181,1
2721,DB02659,P14854,1
2722,DB04716,O43293,1
2723,DB00115,P22033,1
2724,DB00642,Q99808,1
2725,DB00150,Q9UGM6,1
2726,DB00172,Q53H96,1
2727,DB01594,Q99928,1
2728,DB00622,P08684,1
2729,DB03841,P47989,1
2730,DB08349,Q16539,1
2731,DB01761,Q16539,1
2732,DB01141,P21964,1
2733,DB08806,P25021,1
2734,DB00231,P18505,1
2735,DB00170,P47989,1
2736,DB01097,P11712,1
2737,DB00909,P21397,1
2738,DB02035,P50897,1
2739,DB03918,P29474,1
2740,DB00657,Q15822,1
2741,DB05066,P39905,1
2742,DB00713,P46059,1
2743,DB01452,P41143,1
2744,DB01628,P10635,1
2745,DB04799,O14957,1
2746,DB08301,P00918,1
2747,DB00306,O14764,1
2748,DB07956,Q9UNI1,1
2749,DB03401,Q99418,1
2750,DB04355,P46976,1
2751,DB00055,Q9UNN8,1
2752,DB00231,O14764,1
2753,DB00734,P08908,1
2754,DB07252,P54760,1
2755,DB00517,P08172,1
2756,DB00370,P08913,1
2757,DB00306,P34903,1
2758,DB04077,Q9NPH2,1
2759,DB00543,Q01959,1
2760,DB08617,P54577,1
2761,DB00189,P34903,1
2762,DB00608,P08684,1
2763,DB01114,P24462,1
2764,DB00145,Q6IB77,1
2765,DB00627,P40261,1
2766,DB00292,P31644,1
2767,DB00628,Q99928,1
2768,DB04894,P30874,1
2769,DB08409,P01857,1
2770,DB00140,P21397,1
2771,DB01231,P08172,1
2772,DB02471,P11217,1
2773,DB00360,P00439,1
2774,DB07458,P17612,1
2775,DB05253,P06401,1
2776,DB06366,P04626,1
2777,DB00422,Q01959,1
2778,DB00145,P34897,1
2779,DB04055,P11217,1
2780,DB00586,P16662,1
2781,DB08816,P08684,1
2782,DB00946,P08684,1
2783,DB02110,P99999,1
2784,DB06204,P31645,1
2785,DB02977,P18031,1
2786,DB01136,P10635,1
2787,DB00193,P31645,1
2788,DB06697,P08684,1
2789,DB00273,Q8N1C3,1
2790,DB00139,Q9BZW2,1
2791,DB06228,P20815,1
2792,DB07340,Q96GD4,1
2793,DB00625,P08684,1
2794,DB00635,P08684,1
2795,DB00440,P08684,1
2796,DB00976,P08684,1
2797,DB01069,P08912,1
2798,DB01424,P33261,1
2799,DB01159,P28472,1
2800,DB01224,P18089,1
2801,DB02068,P13716,1
2802,DB02935,P14625,1
2803,DB00545,P22303,1
2804,DB08820,P13569,1
2805,DB00252,P10632,1
2806,DB04137,P10114,1
2807,DB01189,P78334,1
2808,DB00869,P00915,1
2809,DB01844,P00797,1
2810,DB00123,P52569,1
2811,DB04795,P31040,1
2812,DB00145,Q969I3,1
2813,DB00918,P08684,1
2814,DB01023,Q01064,1
2815,DB04953,P22310,1
2816,DB08004,Q8TF76,1
2817,DB01240,Q9H244,1
2818,DB03828,P12931,1
2819,DB07357,P16442,1
2820,DB01972,Q16774,1
2821,DB00459,P13631,1
2822,DB00208,P04798,1
2823,DB01966,P07602,1
2824,DB00138,Q07837,1
2825,DB09078,P22607,1
2826,DB08896,P21802,1
2827,DB01558,P48169,1
2828,DB04326,P05062,1
2829,DB00436,P55017,1
2830,DB00157,P29803,1
2831,DB05913,P10721,1
2832,DB00968,P08913,1
2833,DB00513,P00750,1
2834,DB00157,O95139,1
2835,DB01363,Q05940,1
2836,DB00145,Q9Y345,1
2837,DB08655,Q92793,1
2838,DB00257,P05177,1
2839,DB01296,P14780,1
2840,DB04272,P15086,1
2841,DB04920,P11712,1
2842,DB00546,P47869,1
2843,DB01049,P35368,1
2844,DB00379,P05181,1
2845,DB03737,P24941,1
2846,DB00128,Q9UJS0,1
2847,DB00594,P51170,1
2848,DB08214,P35228,1
2849,DB00157,P28845,1
2850,DB00030,Q96C24,1
2851,DB01364,P23975,1
2852,DB00404,O14764,1
2853,DB07757,Q92731,1
2854,DB00420,P11712,1
2855,DB00342,P08684,1
2856,DB05883,P01270,1
2857,DB02152,P08581,1
2858,DB03451,P11473,1
2859,DB00277,P04798,1
2860,DB02377,P30793,1
2861,DB01254,Q16678,1
2862,DB06779,Q9Y251,1
2863,DB02379,Q6UWM7,1
2864,DB02750,Q7Z2Z2,1
2865,DB00721,P06276,1
2866,DB00734,P35368,1
2867,DB04639,P01857,1
2868,DB08043,P00519,1
2869,DB07374,P62750,1
2870,DB01236,Q9UN88,1
2871,DB04327,Q9UNN8,1
2872,DB00157,P14060,1
2873,DB05260,P21281,1
2874,DB00401,P54289,1
2875,DB01273,P43681,1
2876,DB00401,Q13698,1
2877,DB00589,P18825,1
2878,DB01041,P19652,1
2879,DB07845,P45983,1
2880,DB08896,P35916,1
2881,DB04315,P63000,1
2882,DB00462,P20309,1
2883,DB01079,P10635,1
2884,DB00241,O00591,1
2885,DB02740,P61769,1
2886,DB01244,O00555,1
2887,DB03633,P04054,1
2888,DB00338,P04798,1
2889,DB04877,P08183,1
2890,DB01393,Q03181,1
2891,DB00454,P20309,1
2892,DB01189,Q16445,1
2893,DB00117,P19113,1
2894,DB09079,P12931,1
2895,DB00171,P25098,1
2896,DB07994,P56817,1
2897,DB05111,P01579,1
2898,DB00141,P54802,1
2899,DB08507,P08254,1
2900,DB04338,Q16539,1
2901,DB08929,P56817,1
2902,DB00590,P33261,1
2903,DB00338,P05108,1
2904,DB00122,P49585,1
2905,DB01237,P35367,1
2906,DB00882,P05108,1
2907,DB04465,Q7Z4J2,1
2908,DB03519,P00480,1
2909,DB07401,P31930,1
2910,DB00404,Q9UN88,1
2911,DB00795,O14920,1
2912,DB00675,P24462,1
2913,DB01361,P10632,1
2914,DB01028,P05181,1
2915,DB02101,P15121,1
2916,DB07264,P28482,1
2917,DB00338,P20648,1
2918,DB00204,Q12809,1
2919,DB00402,P14867,1
2920,DB00898,Q9Y698,1
2921,DB00613,P50135,1
2922,DB01764,P08684,1
2923,DB04491,P00751,1
2924,DB00578,P47712,1
2925,DB00612,P10635,1
2926,DB06701,Q01959,1
2927,DB00602,P08684,1
2928,DB04463,P16152,1
2929,DB00128,P00966,1
2930,DB00321,P35372,1
2931,DB01762,P16930,1
2932,DB06944,P20248,1
2933,DB00145,Q14957,1
2934,DB00171,P08183,1
2935,DB00818,O60656,1
2936,DB01583,P10827,1
2937,DB01576,P23975,1
2938,DB08896,P10721,1
2939,DB00031,P05452,1
2940,DB00397,P21397,1
2941,DB01119,Q12791,1
2942,DB07908,P07737,1
2943,DB00850,P20813,1
2944,DB01159,Q99928,1
2945,DB00606,P00915,1
2946,DB03227,Q96T66,1
2947,DB00160,P43007,1
2948,DB00401,P24462,1
2949,DB03223,P13639,1
2950,DB00257,P11712,1
2951,DB00974,Q15166,1
2952,DB00025,P04070,1
2953,DB07830,P27487,1
2954,DB06077,P28223,1
2955,DB02647,P24941,1
2956,DB01559,P18507,1
2957,DB04318,P24347,1
2958,DB05044,P06737,1
2959,DB00899,P35372,1
2960,DB00741,P19099,1
2961,DB02772,Q9Y3I0,1
2962,DB00289,Q05586,1
2963,DB00814,P52209,1
2964,DB02894,P00918,1
2965,DB00195,P10635,1
2966,DB01988,Q16539,1
2967,DB04797,Q16539,1
2968,DB01812,P10153,1
2969,DB01170,P23975,1
2970,DB01142,P28223,1
2971,DB00313,Q99250,1
2972,DB01127,P08684,1
2973,DB04953,P56696,1
2974,DB00312,Q99928,1
2975,DB00897,P14867,1
2976,DB00659,P28472,1
2977,DB04724,P20701,1
2978,DB06943,P78536,1
2979,DB06262,P20711,1
2980,DB00246,P05177,1
2981,DB01989,Q9Y6L7,1
2982,DB03796,O43617,1
2983,DB00540,P35348,1
2984,DB01072,P08684,1
2985,DB00321,P33261,1
2986,DB00091,P20815,1
2987,DB00650,P04818,1
2988,DB07476,P00918,1
2989,DB09036,P05231,1
2990,DB01039,O43923,1
2991,DB00907,P24462,1
2992,DB01142,P23975,1
2993,DB00446,P10632,1
2994,DB00899,P41143,1
2995,DB00604,P11712,1
2996,DB00714,P08908,1
2997,DB00673,P11712,1
2998,DB01520,Q14957,1
2999,DB03186,P07998,1
3000,DB02407,P20248,1
3001,DB04851,Q9UNQ0,1
3002,DB00282,P14324,1
3003,DB04150,P19021,1
3004,DB00067,P47901,1
3005,DB00318,P20815,1
3006,DB00813,P08684,1
3007,DB08810,Q13639,1
3008,DB08231,P41235,1
3009,DB04805,P61927,1
3010,DB00313,P33261,1
3011,DB00703,P08684,1
3012,DB00778,P08684,1
3013,DB00863,P25021,1
3014,DB03379,P60174,1
3015,DB04395,P23677,1
3016,DB00704,P41145,1
3017,DB04281,Q02127,1
3018,DB00203,P11712,1
3019,DB08049,P21964,1
3020,DB00241,P28472,1
3021,DB01282,P30559,1
3022,DB07866,P28845,1
3023,DB02325,Q13231,1
3024,DB01236,P28472,1
3025,DB00112,P00736,1
3026,DB07083,P00734,1
3027,DB04889,P14416,1
3028,DB01693,P12268,1
3029,DB01224,P18825,1
3030,DB01864,P62330,1
3031,DB00543,P18507,1
3032,DB04888,P14416,1
3033,DB05475,Q9NYK1,1
3034,DB03784,P14555,1
3035,DB01239,P28223,1
3036,DB08015,P53779,1
3037,DB00327,P11712,1
3038,DB00436,P00915,1
3039,DB01472,P08913,1
3040,DB04871,P10635,1
3041,DB00100,P00742,1
3042,DB00160,Q16719,1
3043,DB01087,P10635,1
3044,DB01576,P35348,1
3045,DB00641,P20813,1
3046,DB00892,Q9Y5Y9,1
3047,DB07563,P43235,1
3048,DB00696,P08908,1
3049,DB08602,Q13946,1
3050,DB05814,P62942,1
3051,DB00342,P11229,1
3052,DB01244,O95180,1
3053,DB00015,P00747,1
3054,DB02681,P61024,1
3055,DB08361,P43405,1
3056,DB08813,P01106,1
3057,DB00477,P08684,1
3058,DB00731,O60656,1
3059,DB00197,P33261,1
3060,DB00949,Q8TCU5,1
3061,DB04866,P08253,1
3062,DB09014,P28335,1
3063,DB00622,P25100,1
3064,DB07024,P24941,1
3065,DB02869,P43235,1
3066,DB08412,P01857,1
3067,DB00636,Q07869,1
3068,DB01601,P33261,1
3069,DB00268,P08908,1
3070,DB00054,O75015,1
3071,DB01041,P19838,1
3072,DB01046,P51788,1
3073,DB08093,Q16539,1
3074,DB08912,Q8NG66,1
3075,DB01115,P05181,1
3076,DB07897,P00734,1
3077,DB00819,P22748,1
3078,DB01007,P05177,1
3079,DB02727,P29475,1
3080,DB00201,Q13370,1
3081,DB03176,P10827,1
3082,DB00131,P16220,1
3083,DB00723,P35368,1
3084,DB00339,P47989,1
3085,DB00864,P20815,1
3086,DB00723,P25100,1
3087,DB03461,Q13423,1
3088,DB04464,P00403,1
3089,DB00572,P20309,1
3090,DB00213,P20648,1
3091,DB00463,P48169,1
3092,DB00548,P51857,1
3093,DB00909,P07451,1
3094,DB00783,P08684,1
3095,DB04142,P18031,1
3096,DB01076,P20815,1
3097,DB03754,P17707,1
3098,DB00468,P24462,1
3099,DB00409,P28223,1
3100,DB00321,P10635,1
3101,DB01378,P05023,1
3102,DB07323,P50579,1
3103,DB00799,P13631,1
3104,DB00142,P49915,1
3105,DB00142,Q8N159,1
3106,DB01559,Q99928,1
3107,DB01349,P50052,1
3108,DB03496,P50613,1
3109,DB01392,P28221,1
3110,DB04754,P00491,1
3111,DB04855,P08588,1
3112,DB04926,Q8TCU5,1
3113,DB05241,P48736,1
3114,DB08804,P27338,1
3115,DB07821,Q13093,1
3116,DB02091,P24941,1
3117,DB07369,P08581,1
3118,DB07942,Q16539,1
3119,DB01205,P47870,1
3120,DB07639,P00734,1
3121,DB08468,P68400,1
3122,DB01640,Q13370,1
3123,DB00013,Q9Y5Y6,1
3124,DB05066,P22301,1
3125,DB01333,P08684,1
3126,DB00998,P28221,1
3127,DB04404,Q13231,1
3128,DB01184,P35462,1
3129,DB00266,P15559,1
3130,DB00157,O00483,1
3131,DB00381,P20815,1
3132,DB00184,Q15825,1
3133,DB00273,P47869,1
3134,DB05492,P41595,1
3135,DB01198,P23219,1
3136,DB08040,P09960,1
3137,DB06589,P17948,1
3138,DB00342,P35367,1
3139,DB01207,P24557,1
3140,DB00376,P08173,1
3141,DB01105,P08684,1
3142,DB05407,P05305,1
3143,DB01023,P08235,1
3144,DB03507,P19438,1
3145,DB00526,Q16678,1
3146,DB04638,O14983,1
3147,DB00526,P04798,1
3148,DB00363,P08913,1
3149,DB01224,P35348,1
3150,DB00882,P11509,1
3151,DB04977,P05181,1
3152,DB07574,Q9BQE3,1
3153,DB06209,P08684,1
3154,DB00502,P24462,1
3155,DB00139,Q32P28,1
3156,DB05036,O14746,1
3157,DB00421,P04278,1
3158,DB08864,P08684,1
3159,DB00580,P33261,1
3160,DB00497,P20815,1
3161,DB00731,P20815,1
3162,DB04903,P47869,1
3163,DB08283,P04062,1
3164,DB02366,P07477,1
3165,DB00897,P11712,1
3166,DB01016,O95477,1
3167,DB04574,P03372,1
3168,DB04522,P05451,1
3169,DB00477,P34969,1
3170,DB00622,Q01668,1
3171,DB00162,Q92781,1
3172,DB08533,P24941,1
3173,DB00257,P11511,1
3174,DB08326,Q96GR2,1
3175,DB00142,O94925,1
3176,DB00758,P20813,1
3177,DB01244,P63316,1
3178,DB01058,Q9HB55,1
3179,DB04912,P30519,1
3180,DB01277,P06213,1
