,Entity_ID
1888,DB08118
1889,DB02205
1890,DB02177
1891,Q6W5P4
1892,P10114
1893,DB00616
1894,P07711
1895,DB00988
1896,DB05297
1897,DB00467
1898,P20333
1899,DB02519
1900,DB07177
1901,DB00881
1902,DB07659
1903,DB00499
1904,DB04461
1905,Q14432
1906,DB07261
1907,DB00261
1908,DB07225
1909,P26640
1910,DB05227
1911,DB04703
1912,P15391
1913,DB08347
1914,Q9HAW8
1915,DB00032
1916,DB00829
1917,DB06981
1918,P29218
1919,DB00194
1920,DB07701
1921,DB02379
1922,DB08588
1923,DB08291
1924,DB04472
1925,P41235
1926,DB01288
1927,DB00735
1928,O75908
1929,DB04733
1930,DB02250
1931,Q13085
1932,DB04662
1933,DB07168
1934,DB03292
1935,P18825
1936,DB06869
1937,DB04069
1938,P49019
1939,DB01870
1940,DB07647
1941,DB03907
1942,P15502
1943,DB03924
1944,P30041
1945,P18085
1946,DB02467
1947,P14410
1948,Q9P2R7
1949,DB00768
1950,DB06926
1951,P05177
1952,DB01017
1953,Q6P093
1954,DB03372
1955,DB04083
1956,P11217
1957,Q99470
1958,DB03879
1959,DB08562
1960,P24394
1961,DB05679
1962,DB03536
1963,DB04017
1964,DB07207
1965,DB03311
1966,DB04491
1967,DB08153
1968,Q96AZ6
1969,DB02371
1970,DB08572
1971,P05121
1972,DB08676
1973,DB03501
1974,DB08093
1975,DB08784
1976,DB08473
1977,P08842
1978,DB04751
1979,P19835
1980,P30419
1981,DB06603
1982,DB00579
1983,Q13002
1984,DB02045
1985,Q9H4B7
1986,P00414
1987,DB00854
1988,DB00703
1989,DB02795
1990,Q07699
1991,DB01823
1992,DB06871
1993,P00519
1994,DB08235
1995,DB01234
1996,Q96LB9
1997,DB02510
1998,DB02366
1999,P08865
2000,DB08848
2001,DB04505
2002,DB05424
2003,Q13509
2004,DB01771
2005,P20292
2006,DB07113
2007,P13866
2008,Q9UI33
2009,DB06866
2010,DB00318
2011,DB02445
2012,DB01400
2013,DB08491
2014,DB00534
2015,DB02594
2016,DB01439
2017,Q9UJM8
2018,DB00105
2019,DB07628
2020,O00222
2021,P35030
2022,Q15382
2023,P34096
2024,DB03192
2025,DB07021
2026,P14061
2027,DB07900
2028,P41143
2029,P05556
2030,DB00468
2031,DB04926
2032,DB07134
2033,P27797
2034,DB02589
2035,Q9BQB6
2036,DB04581
2037,Q9UNX9
2038,DB00674
2039,P11586
2040,DB00010
2041,DB04269
2042,DB06155
2043,DB02264
2044,P04798
2045,P36896
2046,DB00698
2047,DB08746
2048,DB07303
2049,DB04327
2050,O00763
2051,DB04678
2052,O43708
2053,Q14573
2054,P32297
2055,DB07922
2056,DB07501
2057,DB03349
2058,Q96I15
2059,P63027
2060,DB00611
2061,P08637
2062,DB05246
2063,P49589
2064,DB00191
2065,Q15788
2066,DB03686
2067,DB08114
2068,DB01409
2069,DB05004
2070,DB06439
2071,P08183
2072,P47989
2073,DB07974
2074,DB03451
2075,O95180
2076,DB02435
2077,P0CG47
2078,DB01349
2079,DB05131
2080,DB03158
2081,Q16270
2082,DB03448
2083,DB08174
2084,DB00963
2085,DB01454
2086,DB02262
2087,P11926
2088,DB03382
2089,DB08416
2090,DB00623
2091,P33527
2092,DB08516
2093,DB04612
2094,DB04389
2095,Q12797
2096,DB08362
2097,P00748
2098,DB08370
2099,DB02622
2100,DB04593
2101,DB01614
2102,P61024
2103,DB05010
2104,DB04797
2105,DB08143
2106,P48060
2107,P02775
2108,DB05207
2109,Q02156
2110,DB05147
2111,DB09202
2112,P25092
2113,DB01979
2114,P31153
2115,P02747
2116,DB06774
2117,P02763
2118,DB06969
2119,Q99661
2120,DB01324
2121,DB04072
2122,DB03740
2123,DB06655
2124,O15143
2125,DB00673
2126,DB04934
2127,DB09030
2128,DB03541
2129,P20783
2130,DB08141
2131,DB08477
2132,Q92952
2133,DB04055
2134,DB00247
2135,DB05509
2136,DB04961
2137,DB03944
2138,DB03305
2139,Q02817
2140,DB04014
2141,P49765
2142,P30926
2143,DB00232
2144,DB01370
2145,DB02884
2146,DB04043
2147,Q96GD3
2148,DB00732
2149,DB01032
2150,DB08479
2151,Q12866
2152,Q9BY32
2153,P57059
2154,P34130
2155,P11684
2156,DB02499
2157,DB02661
2158,DB08350
2159,DB07958
2160,DB07336
2161,DB06692
2162,DB08026
2163,Q06124
2164,DB08807
2165,Q15075
2166,DB01073
2167,DB05867
2168,DB01949
2169,DB01818
2170,DB05657
2171,DB04776
2172,P24752
2173,P07098
2174,DB00169
2175,DB04638
2176,P00742
2177,A5X5Y0
2178,DB03693
2179,DB00757
2180,P10646
2181,Q02763
2182,Q99624
2183,DB06825
2184,DB07936
2185,DB04080
2186,DB05501
2187,DB03194
2188,DB00780
2189,DB06694
2190,P51170
2191,DB03546
2192,DB08156
2193,DB08030
2194,DB03227
2195,P30988
2196,DB02165
2197,DB09035
2198,Q07864
2199,DB00889
2200,P02649
2201,DB08691
2202,DB01723
2203,P05166
2204,DB01208
2205,P10636
2206,DB03702
2207,DB07681
2208,Q9UQQ2
2209,P35408
2210,DB06958
2211,DB08391
2212,DB07312
2213,DB07602
2214,DB08752
2215,DB01269
2216,P43005
2217,DB05219
2218,DB07252
2219,P40306
2220,Q13423
2221,P16118
2222,P08319
2223,P07384
2224,DB08169
2225,Q5TDP6
2226,DB00030
2227,DB05386
2228,DB07092
2229,DB08705
2230,DB07121
2231,DB00359
2232,DB05389
2233,DB08894
2234,P14920
2235,O60493
2236,DB03496
2237,DB00421
2238,DB07140
2239,Q13936
2240,DB00951
2241,DB04306
2242,DB00942
2243,DB06372
2244,DB01766
2245,Q86VU5
2246,P05412
2247,DB05205
2248,DB09039
2249,DB00915
2250,DB04232
2251,Q9UQM7
2252,DB07692
2253,DB08763
2254,DB06772
2255,P04637
2256,DB05072
2257,DB01342
2258,DB01267
2259,DB03650
2260,P78362
2261,DB07257
2262,DB00011
2263,DB05490
2264,DB00590
2265,DB02084
2266,P17735
2267,DB06288
2268,Q16539
2269,O00264
2270,DB08006
2271,P54278
2272,P36959
2273,DB05284
2274,DB08801
2275,DB07812
2276,P06133
2277,DB00663
2278,P48736
2279,O14594
2280,DB00371
2281,DB07179
2282,DB08159
2283,DB03056
2284,DB00906
2285,DB03374
2286,DB01110
2287,DB04057
2288,DB03104
2289,DB00270
2290,DB02062
2291,Q13907
2292,DB09303
2293,Q13867
2294,DB08166
2295,P45984
2296,P17812
2297,DB05260
2298,O60895
2299,DB02552
2300,DB02930
2301,Q9NP99
2302,O95573
2303,P10912
2304,DB06127
2305,P09848
2306,DB03385
2307,DB02420
2308,DB08899
2309,DB00710
2310,DB07181
2311,DB00720
2312,DB01206
2313,P07686
2314,DB03035
2315,DB01431
2316,DB04617
2317,DB04824
2318,DB05053
2319,DB04512
2320,DB07888
2321,DB01760
2322,DB02091
2323,DB07513
2324,DB04927
2325,DB01737
2326,P34896
2327,DB09079
2328,DB00551
2329,DB07298
2330,DB03429
2331,P03372
2332,DB07029
2333,P23743
2334,DB08201
2335,DB00850
2336,DB01947
2337,Q9ULK0
2338,DB02101
2339,DB05029
2340,DB02773
2341,Q9NSD9
2342,DB00586
2343,P19021
2344,Q9UQF2
2345,DB01270
2346,O95907
2347,DB08595
2348,DB00343
2349,DB01728
2350,P41252
2351,DB02784
2352,DB02353
2353,DB08787
2354,DB07539
2355,DB04307
2356,DB02326
2357,P03952
2358,DB02311
2359,DB04088
2360,DB07906
2361,DB00928
2362,DB06938
2363,P20815
2364,DB00550
2365,DB03596
2366,DB03664
2367,DB05419
2368,DB02515
2369,DB04562
2370,DB00753
2371,DB00180
2372,DB06897
2373,O75911
2374,DB01252
2375,DB03695
2376,DB05130
2377,DB00515
2378,DB08142
2379,P36888
2380,DB04268
2381,DB04920
2382,O00341
2383,DB08624
2384,DB00230
2385,DB02359
2386,DB03390
2387,DB04054
2388,DB00798
2389,DB00316
2390,DB03595
2391,DB07232
2392,DB07847
2393,O60264
2394,Q9Y277
2395,Q9NUV7
2396,DB06708
2397,P10826
2398,P27815
2399,DB00061
2400,DB02466
2401,DB06943
2402,DB06957
2403,P49368
2404,P32119
2405,DB05282
2406,DB04585
2407,P08217
2408,DB02681
2409,DB00234
2410,DB04998
2411,DB07827
2412,P98160
2413,P51812
2414,DB00304
2415,Q9UN88
2416,DB08234
2417,DB06898
2418,O43681
2419,Q9BVG9
2420,DB01220
2421,DB02465
2422,P07510
2423,DB00368
2424,Q8TDS4
2425,Q7Z2Z2
2426,DB01091
2427,P22310
2428,DB03309
2429,DB08222
2430,DB02432
2431,P42262
2432,P04150
2433,DB01901
2434,DB04825
2435,DB00356
2436,DB02963
2437,P51589
2438,DB00143
2439,DB01009
2440,DB00028
2441,DB01958
2442,Q96SW2
2443,DB03781
2444,DB00900
2445,DB02297
2446,DB07094
2447,P08254
2448,DB05394
2449,DB00509
2450,DB08641
2451,DB00248
2452,DB02597
2453,DB02347
2454,Q9UDR5
2455,DB05111
2456,DB03807
2457,DB08190
2458,Q9Y697
2459,DB02296
2460,P98194
2461,P02776
2462,DB07309
2463,P28702
2464,DB00207
2465,O75015
2466,Q5JPH6
2467,DB01811
2468,DB08864
2469,DB06742
2470,DB01359
2471,P00747
2472,Q99933
2473,DB07208
2474,P20138
2475,Q92781
2476,DB03062
2477,DB01761
2478,DB01237
2479,Q15800
2480,DB00716
2481,DB08755
2482,O76082
2483,DB02974
2484,P0CG22
2485,DB01579
2486,P01303
2487,DB04465
2488,DB07048
2489,DB08539
2490,Q9UJ70
2491,Q8TDV5
2492,DB06931
2493,Q6TME4
2494,DB07470
2495,DB04214
2496,Q9NS40
2497,Q9GZZ6
2498,DB00864
2499,DB00796
2500,DB03805
2501,DB04783
2502,DB00587
2503,DB04016
2504,DB01197
2505,DB00872
2506,O15144
2507,P54289
2508,DB01961
2509,DB02570
2510,Q14957
2511,DB04224
2512,DB07145
2513,DB07193
2514,DB03424
2515,P28074
2516,P49821
2517,P15121
2518,DB01890
2519,Q16568
2520,DB03925
2521,DB03125
2522,DB06766
2523,DB00408
2524,Q9BV57
2525,P08912
2526,DB03317
2527,P48048
2528,DB07731
2529,P32418
2530,DB03127
2531,DB00086
2532,DB04311
2533,DB05801
2534,DB08688
2535,DB06413
2536,Q00534
2537,DB04249
2538,DB03987
2539,Q9Y289
2540,DB01842
2541,DB00627
2542,DB07522
2543,DB08382
2544,DB08410
2545,P35462
2546,P06731
2547,Q9NZL9
2548,Q16836
2549,DB07080
2550,DB08789
2551,P01768
2552,DB00779
2553,DB07423
2554,DB07313
2555,DB07063
2556,DB00863
2557,DB02935
2558,P00973
2559,DB03721
2560,DB01078
2561,DB07342
2562,DB08837
2563,DB07051
2564,DB04577
2565,DB00235
2566,DB05218
2567,DB05066
2568,DB07707
2569,DB05495
2570,DB04462
2571,DB02643
2572,DB08826
2573,DB04905
2574,DB07785
2575,DB07555
2576,DB08462
2577,DB00309
2578,DB01098
2579,DB00727
2580,O43451
2581,DB07586
2582,DB07425
2583,P18089
2584,DB05745
2585,Q9Y259
2586,DB04397
2587,DB02049
2588,DB00672
2589,DB04856
2590,DB03588
2591,Q9NR19
2592,DB01692
2593,DB00187
2594,DB07509
2595,DB07479
2596,Q9UHC3
2597,DB01025
2598,DB07258
2599,DB08695
2600,DB07294
2601,P19784
2602,DB05161
2603,DB07931
2604,DB05229
2605,DB04044
2606,P05546
2607,P20132
2608,DB08357
2609,DB08596
2610,P50747
2611,DB00709
2612,DB05816
2613,P56192
2614,Q9HCR9
2615,Q8TCC7
2616,DB02016
2617,P23258
2618,DB01407
2619,DB08809
2620,DB08033
2621,DB08049
2622,P04070
2623,DB05243
2624,DB04803
2625,DB04235
2626,DB06720
2627,P54687
2628,DB07561
2629,DB00978
2630,DB02555
2631,Q01581
2632,P47871
2633,DB00231
2634,P78330
2635,DB01381
2636,Q16831
2637,P10745
2638,DB07295
2639,DB02859
2640,DB06207
2641,P01920
2642,DB04454
2643,DB02679
2644,DB07263
2645,P02679
2646,DB07227
2647,DB06920
2648,DB08504
2649,DB03850
2650,Q96MA6
2651,O95622
2652,DB04008
2653,DB00841
2654,DB08818
2655,P63000
2656,DB03443
2657,P43403
2658,DB08590
2659,DB08882
2660,P25786
2661,DB00370
2662,DB00653
2663,P15309
2664,DB07320
2665,DB03581
2666,P49763
2667,DB08531
2668,P25789
2669,DB07269
2670,DB08236
2671,DB07977
2672,DB03891
2673,DB03957
2674,Q6PKH6
2675,P08172
2676,DB00712
2677,P41597
2678,P01009
2679,DB09069
2680,DB01188
2681,DB04661
2682,DB06695
2683,P10606
2684,DB08040
2685,P04053
2686,DB03509
2687,DB00909
2688,DB09242
2689,O95749
2690,Q14833
2691,DB01159
2692,DB02763
2693,DB04316
2694,DB08244
2695,DB00759
2696,DB00980
2697,DB08355
2698,DB00665
2699,DB00607
2700,Q13526
2701,DB07662
2702,DB01361
2703,P63098
2704,DB00333
2705,DB02267
2706,DB07396
2707,P14174
2708,DB07112
2709,P00568
2710,Q14534
2711,DB00950
2712,DB01264
2713,DB03297
2714,DB04841
2715,DB01678
2716,P02746
2717,DB02239
2718,Q8NI22
2719,DB02143
2720,DB06770
2721,DB02646
2722,DB00311
2723,P14207
2724,DB07594
2725,DB05217
2726,DB04919
2727,DB07596
2728,DB03028
2729,O60427
2730,DB04272
2731,DB02989
2732,P00480
2733,O60779
2734,O15269
2735,Q96L21
2736,DB01214
2737,Q6ZMR3
2738,DB08312
2739,DB05692
2740,P17658
2741,Q9BW91
2742,DB00178
2743,P53611
2744,DB00981
2745,P31995
2746,Q9H1R3
2747,DB05435
2748,DB04690
2749,DB01622
2750,P16219
2751,DB01356
2752,DB07845
2753,Q14181
2754,DB01178
2755,DB02936
2756,DB07755
2757,DB01990
2758,DB01599
2759,DB08476
2760,DB08091
2761,DB00968
2762,DB04203
2763,P61626
2764,Q9Y6M4
2765,DB08493
2766,DB06734
2767,DB07039
2768,Q92934
2769,DB07515
2770,DB04606
2771,P48357
2772,DB00132
2773,P05089
2774,P00367
2775,DB07461
2776,DB07233
2777,DB08346
2778,DB01005
2779,P18405
2780,DB04447
2781,DB04418
2782,DB00784
2783,DB03796
2784,O14957
2785,DB07877
2786,Q32P28
2787,DB05324
2788,DB08019
2789,DB08052
2790,Q9NYK1
2791,Q7Z406
2792,DB00469
2793,DB03008
2794,P36507
2795,DB07028
2796,DB07067
2797,DB02375
2798,DB00161
2799,Q9NZ42
2800,DB06643
2801,Q9HCC0
2802,DB08353
2803,DB07875
2804,Q9Y5Y9
2805,Q9UNA0
2806,DB02833
2807,Q9UKM7
2808,DB02938
2809,P47872
2810,DB07223
2811,DB00495
2812,DB00537
2813,DB04652
2814,P02741
2815,DB05309
2816,P23297
2817,Q6UWP2
2818,DB06094
2819,DB08794
2820,Q96CD2
2821,DB01174
2822,DB03439
2823,O95665
2824,P33151
2825,DB04881
2826,DB07377
2827,DB08028
2828,DB00177
2829,DB08349
2830,Q16772
2831,DB08700
2832,Q9UDX4
2833,DB04566
2834,DB05032
2835,DB05443
2836,DB08632
2837,DB00305
2838,DB02132
2839,DB00336
2840,P35869
2841,DB07685
2842,P11387
2843,DB00126
2844,DB03866
2845,DB00622
2846,P22557
2847,P30049
2848,P42898
2849,DB00592
2850,DB08229
2851,DB03707
2852,DB07653
2853,DB01410
2854,DB02148
2855,DB05069
2856,DB08066
2857,P37088
2858,DB07030
2859,Q14721
2860,DB04244
2861,DB01103
2862,DB01231
2863,DB08125
2864,DB05469
2865,P21695
2866,DB07604
2867,DB08647
2868,P14868
2869,DB06845
2870,DB00498
2871,DB07524
2872,DB01272
2873,DB05215
2874,DB03951
2875,DB07846
2876,DB04831
2877,P07864
2878,DB01541
2879,DB02258
2880,DB00972
2881,DB02095
2882,DB06940
2883,P23921
2884,DB00022
2885,DB08070
2886,DB01393
2887,DB00500
2888,P05023
2889,DB00860
2890,DB08256
2891,P61278
2892,DB05890
2893,DB07089
2894,DB00320
2895,DB00269
2896,DB08734
2897,DB02187
2898,DB00129
2899,P02778
2900,DB04973
2901,DB07010
2902,DB06073
2903,P43220
2904,DB01114
2905,DB04889
2906,DB00455
2907,DB02733
2908,P23677
2909,O95363
2910,DB02796
2911,DB07605
2912,P31939
2913,DB00416
2914,DB07127
2915,P19235
2916,DB02497
2917,DB05759
2918,DB08082
2919,DB01827
2920,DB09073
2921,DB06879
2922,DB07205
2923,DB01765
2924,DB02255
2925,DB02751
2926,DB08356
2927,P48549
2928,DB07172
2929,DB01007
2930,P19105
2931,DB00540
2932,DB08305
2933,Q02318
2934,DB00679
2935,DB01589
2936,DB03732
2937,Q8NBQ5
2938,DB08692
2939,Q9UG56
2940,DB08123
2941,DB08276
2942,DB07189
2943,Q16651
2944,DB00351
2945,DB02610
2946,DB00482
2947,DB06857
2948,DB00801
2949,Q9BWD1
2950,DB04679
2951,DB01940
2952,Q9UNI1
2953,DB05864
2954,DB07458
2955,DB08765
2956,DB03937
2957,DB08484
2958,DB07284
2959,P16444
2960,DB02336
2961,P27169
2962,P10644
2963,DB04659
2964,Q03154
2965,Q7L0J3
2966,Q8N0U8
2967,Q6N063
2968,P19367
2969,Q15119
2970,DB05165
2971,P04181
2972,DB07387
2973,DB06070
2974,DB02894
2975,DB07854
2976,DB04931
2977,DB00543
2978,DB07740
2979,DB03220
2980,DB07255
2981,DB00946
2982,DB07677
2983,DB00220
2984,DB09037
2985,DB00907
2986,DB00747
2987,DB05198
2988,DB01710
2989,DB04775
2990,DB00820
2991,DB01067
2992,Q9UMX2
2993,DB04835
2994,DB06929
2995,P09488
2996,P52895
2997,DB05171
2998,DB06728
2999,DB07292
3000,DB07964
3001,P12883
3002,DB00916
3003,Q8NFW8
3004,P00441
3005,DB00176
3006,DB04896
3007,P04839
3008,DB07881
3009,DB07929
3010,P11137
3011,DB00412
3012,DB06271
3013,Q9UKV0
3014,P51970
3015,DB03114
3016,DB03667
3017,P28472
3018,Q14643
3019,DB03767
3020,DB04960
3021,O14788
3022,DB07003
3023,P14598
3024,P20839
3025,DB01179
3026,Q15120
3027,P49588
3028,DB04578
3029,DB02759
3030,O15399
3031,DB08232
3032,DB05423
3033,DB08635
3034,DB07809
3035,DB02952
3036,DB01435
3037,DB07395
3038,P21917
3039,DB00688
3040,Q03403
3041,DB03041
3042,DB05412
3043,DB03490
3044,Q71U36
3045,DB01440
3046,DB07656
3047,DB01962
3048,DB00984
3049,DB07025
3050,O15379
3051,DB07769
3052,DB08564
3053,DB01611
3054,Q8IYQ7
3055,DB01992
3056,DB00352
3057,DB01373
3058,DB03270
3059,P43681
3060,P22303
3061,DB00744
3062,DB00170
3063,DB07751
3064,P13929
3065,DB02979
3066,DB08214
3067,P07307
3068,Q9NQ25
3069,P27487
3070,DB06203
3071,DB05422
3072,DB05407
3073,DB06888
3074,DB04444
3075,Q6NXR0
3076,Q02252
3077,DB00877
3078,P11274
3079,O00180
3080,DB05452
3081,DB07128
3082,P09086
3083,DB05314
3084,DB03376
3085,DB00342
3086,DB08249
3087,DB06700
3088,DB07913
3089,DB04463
3090,DB00379
3091,DB04829
3092,DB02402
3093,P01023
3094,DB00339
3095,DB05212
3096,DB02830
3097,Q8NG66
3098,Q9Y2Q3
3099,DB03040
3100,DB01278
3101,Q9HBL8
3102,DB01369
3103,DB00761
3104,DB05137
3105,DB05494
3106,P25098
3107,P33316
3108,P30837
3109,DB01380
3110,DB07340
3111,DB04144
3112,Q13956
3113,DB00528
3114,DB01354
3115,DB04367
3116,DB06764
3117,DB00068
3118,DB03459
3119,Q9Y478
3120,DB00454
3121,DB00427
3122,DB09570
3123,DB07684
3124,P04632
3125,Q16798
3126,P28908
3127,DB03672
3128,DB01271
3129,DB05012
3130,DB07919
3131,DB00755
3132,P42684
3133,DB07967
3134,DB03766
3135,DB06691
3136,DB07105
3137,DB05465
3138,DB04424
3139,DB00357
3140,DB08151
3141,DB02310
3142,DB08914
3143,P51570
3144,DB08072
3145,DB03106
3146,P48065
3147,P01112
3148,Q08462
3149,DB07277
3150,DB06756
3151,DB00584
3152,P40616
3153,DB08480
3154,DB07015
3155,DB00764
3156,DB00580
3157,O00408
3158,DB05271
3159,DB04899
3160,DB01711
3161,DB06698
3162,DB00007
3163,P18509
3164,DB07244
3165,DB05362
3166,DB03344
3167,P54886
3168,DB02840
3169,DB06983
3170,DB03597
3171,DB07544
3172,P17612
3173,P27708
3174,DB00675
3175,DB04779
3176,DB00281
3177,Q02127
3178,DB04866
3179,DB05026
3180,DB01955
3181,DB00089
3182,DB04495
3183,DB09128
3184,DB02175
3185,P32239
3186,Q96PR1
3187,DB07243
3188,DB02889
3189,DB01351
3190,DB00280
3191,DB01905
3192,DB07842
3193,P12259
3194,DB00898
3195,DB05824
3196,DB07013
3197,DB02235
3198,P49286
3199,Q96I59
3200,P00491
3201,DB08828
3202,DB03867
3203,DB04770
3204,Q99798
3205,DB03465
3206,DB03332
3207,DB01337
3208,DB00047
3209,DB04894
3210,DB02966
3211,DB07985
3212,DB07203
3213,DB06366
3214,Q9UI09
3215,DB07115
3216,DB05812
3217,DB02367
3218,DB08901
3219,DB03477
3220,DB01433
3221,DB03084
3222,DB01041
3223,DB04525
3224,DB07534
3225,DB02850
3226,DB00844
3227,DB05506
3228,DB01628
3229,DB04350
3230,DB08194
3231,Q9UKG9
3232,DB05191
3233,Q07869
3234,DB01404
3235,DB00266
3236,P19429
3237,Q96NR8
3238,DB01396
3239,P21912
3240,DB08280
3241,DB08339
3242,DB00374
3243,DB00564
3244,P41595
3245,DB07943
3246,DB01204
3247,DB08126
3248,P06126
3249,Q14627
3250,DB03021
3251,DB07079
3252,P51687
3253,DB04440
3254,DB03135
3255,DB02266
3256,DB07095
3257,DB05291
3258,DB04297
3259,DB07384
3260,DB04466
3261,DB06951
3262,DB00631
3263,DB00847
3264,DB01119
3265,DB08651
3266,DB07739
3267,P48147
3268,DB07713
3269,DB05417
3270,DB03449
3271,P20339
3272,DB05079
3273,DB00181
3274,DB01805
3275,Q01362
3276,DB07175
3277,DB01183
3278,DB08152
3279,DB02383
3280,P54317
3281,DB04964
3282,DB02114
3283,DB07022
3284,DB00337
3285,P46926
3286,DB02048
3287,P31751
3288,DB00224
3289,DB00139
3290,DB05892
3291,DB01694
3292,P54577
3293,DB04915
3294,DB03121
3295,Q99519
3296,DB00215
3297,DB06923
3298,DB00866
3299,P49916
3300,P34969
3301,DB01306
3302,DB00195
3303,DB04218
3304,DB02721
3305,DB00532
3306,DB01353
3307,Q14032
3308,Q86UW8
3309,DB00806
3310,DB04448
3311,Q16718
3312,DB08739
3313,DB08203
3314,DB08368
3315,DB04076
3316,DB08873
3317,P23219
3318,O14920
3319,DB08097
3320,P37059
3321,P19440
3322,DB08240
3323,DB03948
3324,DB06944
3325,DB07920
3326,P78527
3327,DB07660
3328,DB01647
3329,DB01320
3330,DB03365
3331,DB07467
3332,DB05749
3333,DB03909
3334,DB03729
3335,DB00680
3336,DB03535
3337,P63092
3338,P49761
3339,DB03052
3340,P21796
3341,P48637
3342,DB03023
3343,DB08877
3344,P01617
3345,Q16853
3346,P53667
3347,DB07514
3348,DB01833
3349,O75390
3350,DB08184
3351,P18507
3352,DB02481
3353,DB06868
3354,Q9Y617
3355,DB03680
3356,DB05428
3357,P11802
3358,P49448
3359,P05305
3360,DB04700
3361,DB03020
3362,DB05882
3363,DB00002
3364,Q9NP56
3365,P34741
3366,DB03405
3367,DB07375
3368,DB04213
3369,DB05740
3370,DB00733
3371,DB05210
3372,DB08078
3373,DB03608
3374,DB00685
3375,DB02803
3376,DB07966
3377,DB08574
3378,Q86YB8
3379,DB00979
3380,Q05329
3381,DB04940
3382,DB08175
3383,DB01626
3384,DB04518
3385,Q96DP5
3386,DB01559
3387,DB07598
3388,DB00222
3389,DB04451
3390,Q8N543
3391,DB00369
3392,P45877
3393,DB03193
3394,O95838
3395,DB08808
3396,P17174
3397,Q13838
3398,DB00115
3399,DB04956
3400,DB06684
3401,DB05398
3402,DB07760
3403,DB00252
3404,DB04556
3405,Q8TED1
3406,DB06911
3407,DB07917
3408,DB02052
3409,DB00074
3410,O95237
3411,DB08273
3412,DB06726
3413,DB06707
3414,DB05003
3415,DB04886
3416,DB00642
3417,DB01079
3418,DB02868
3419,DB07020
3420,Q9Y3I0
3421,DB00474
3422,DB04275
3423,P16442
3424,DB00444
3425,DB00214
3426,DB02393
3427,P23109
3428,DB01564
3429,DB04908
3430,DB00966
3431,P19320
3432,DB04485
3433,DB02710
3434,P48029
3435,DB00008
3436,P41145
3437,DB08322
3438,Q99735
3439,DB05099
3440,DB03510
3441,P36542
3442,DB00962
3443,P35913
3444,DB05256
3445,DB08860
3446,DB00025
3447,DB00891
3448,P04040
3449,DB01217
3450,P69905
3451,DB06282
3452,P16070
3453,DB08287
3454,DB04759
3455,DB02373
3456,Q9UDW1
3457,DB00645
3458,DB07036
3459,P12429
3460,DB00706
3461,P02751
3462,DB04614
3463,DB00083
3464,P19113
3465,DB03267
3466,DB01411
3467,DB00428
3468,DB05155
3469,DB04434
3470,DB03727
3471,DB00697
3472,DB01860
3473,DB08302
3474,DB00740
3475,DB00151
3476,DB02741
3477,DB07209
3478,DB00905
3479,P43007
3480,DB07859
3481,P07237
3482,DB00702
3483,DB03006
3484,P48058
3485,DB02659
3486,DB00985
3487,DB00778
3488,Q92696
3489,DB04792
3490,DB01873
3491,DB00201
3492,DB07431
3493,DB00058
3494,DB06861
3495,DB01268
3496,P59796
3497,DB00625
3498,DB05013
3499,DB00106
3500,Q99447
3501,DB02541
3502,DB08626
3503,DB04738
3504,DB02740
3505,DB03551
3506,DB01839
3507,DB03480
3508,DB08396
3509,DB01162
3510,DB05142
3511,DB05073
3512,DB07708
3513,DB02018
3514,Q13131
3515,DB02942
3516,DB04767
3517,Q16877
3518,DB08429
3519,P00374
3520,DB07068
3521,Q9NVH6
3522,DB01437
3523,DB07579
3524,P20309
3525,DB00150
3526,DB03383
3527,DB00520
3528,DB06928
3529,DB02345
3530,P62714
3531,P53597
3532,DB01615
3533,O00142
3534,DB06274
3535,O00555
3536,P35749
3537,DB02112
3538,DB05739
3539,P53350
3540,Q8WYK2
3541,DB06936
3542,P00505
3543,Q07021
3544,DB07401
3545,O43923
3546,P00395
3547,P35372
3548,DB02557
3549,O95644
3550,DB03329
3551,P17050
3552,DB00917
3553,DB08568
3554,DB06636
3555,P30711
3556,P14735
3557,O75746
3558,Q9H3S4
3559,P62993
3560,DB07144
3561,P49759
3562,Q9Y6L6
3563,DB07357
3564,DB00260
3565,P35968
3566,DB09052
3567,Q9ULX7
3568,DB00939
3569,Q9UPY5
3570,DB00102
3571,Q99250
3572,Q96GW9
3573,DB01116
3574,P30536
3575,DB06822
3576,DB03153
3577,DB06932
3578,DB01046
3579,Q9UIC8
3580,P01138
3581,DB07482
3582,DB05492
3583,Q9NZK7
3584,DB02745
3585,DB06594
3586,DB08486
3587,P05113
3588,DB01194
3589,P10253
3590,DB06834
3591,DB04888
3592,P15144
3593,DB06681
3594,DB01100
3595,DB07100
3596,DB04081
3597,DB06741
3598,DB00104
3599,DB04173
3600,DB02422
3601,DB04379
3602,Q9UKL6
3603,DB08642
3604,DB08482
3605,P08908
3606,P34972
3607,DB06204
3608,P07333
3609,Q96KC2
3610,DB02988
3611,O00519
3612,O00244
3613,DB04223
3614,DB00415
3615,DB00767
3616,DB09076
3617,DB05295
3618,P08729
3619,Q08828
3620,DB02259
3621,DB00921
3622,DB00654
3623,DB06168
3624,DB07106
3625,DB01113
3626,DB05879
3627,Q15166
3628,DB08615
3629,DB04094
3630,P52333
3631,DB03554
3632,DB07371
3633,DB00493
3634,DB04270
3635,DB03326
3636,DB07260
3637,O60931
3638,DB01767
3639,DB00162
3640,DB08333
3641,DB01099
3642,DB07912
3643,DB01640
