,Drug_ID,Protein_ID,label
5764,DB00963,P23219,1
5765,DB01591,P11229,1
5766,DB01274,P10635,1
5767,DB00835,P35367,1
5768,DB01274,P11509,1
5769,DB06626,P22309,1
5770,DB02195,Q16539,1
5771,DB01373,Q01082,1
5772,DB01236,P03886,1
5773,DB01274,P07550,1
5774,DB02556,Q16773,1
5775,DB07544,P54687,1
5776,DB00142,Q05932,1
5777,DB01109,P16109,1
5778,DB00514,P31645,1
5779,DB00142,Q6IA69,1
5780,DB00833,P05164,1
5781,DB00055,P02776,1
5782,DB02986,P00918,1
5783,DB01303,Q92769,1
5784,DB01114,P23975,1
5785,DB06822,O75173,1
5786,DB00490,P08684,1
5787,DB01191,P11509,1
5788,DB03987,P00374,1
5789,DB00370,Q01959,1
5790,DB00120,P17735,1
5791,DB03608,P07477,1
5792,DB00668,P08684,1
5793,DB08912,P10632,1
5794,DB02482,Q04759,1
5795,DB05447,P41235,1
5796,DB00074,P02745,1
5797,DB00201,P24462,1
5798,DB00450,P14416,1
5799,DB00464,P04070,1
5800,DB00628,P34903,1
5801,DB01367,P27338,1
5802,DB03796,O76054,1
5803,DB01931,Q05586,1
5804,DB00363,Q9NYX4,1
5805,DB09080,P07550,1
5806,DB00831,P62158,1
5807,DB00749,Q9HAW8,1
5808,DB01079,P28335,1
5809,DB00755,P11712,1
5810,DB07623,P11509,1
5811,DB00898,Q02641,1
5812,DB08009,Q96NX5,1
5813,DB00622,Q13936,1
5814,DB09068,P10635,1
5815,DB00312,O00591,1
5816,DB00856,P35354,1
5817,DB00412,P05177,1
5818,DB00169,Q6VVX0,1
5819,DB05202,P04275,1
5820,DB00786,Q9H239,1
5821,DB05153,P08581,1
5822,DB07940,P06276,1
5823,DB00814,P11712,1
5824,DB01558,P18505,1
5825,DB00170,P16083,1
5826,DB06655,P08473,1
5827,DB01278,O60896,1
5828,DB04014,Q00535,1
5829,DB06777,Q02318,1
5830,DB08406,P00374,1
5831,DB04468,P03372,1
5832,DB01942,P14621,1
5833,DB01983,P05089,1
5834,DB02376,P09848,1
5835,DB07060,Q9UJM8,1
5836,DB01234,P04083,1
5837,DB02789,O00204,1
5838,DB05260,P02818,1
5839,DB00292,P34903,1
5840,DB07075,O14757,1
5841,DB08878,P00374,1
5842,DB04942,P10826,1
5843,DB00064,P02649,1
5844,DB00835,P10635,1
5845,DB00905,P34995,1
5846,DB00335,P08588,1
5847,DB05740,P43681,1
5848,DB00188,P05177,1
5849,DB02448,P14555,1
5850,DB00970,P11388,1
5851,DB07614,O60760,1
5852,DB07981,P23219,1
5853,DB00537,P24462,1
5854,DB04841,Q9P0X4,1
5855,DB01567,P31644,1
5856,DB00398,P22309,1
5857,DB01256,P08684,1
5858,DB00002,P00736,1
5859,DB05882,P03372,1
5860,DB02445,P46926,1
5861,DB00402,P10632,1
5862,DB00986,P08172,1
5863,DB04147,P23528,1
5864,DB00215,P20813,1
5865,DB04315,Q7Z2Z2,1
5866,DB08023,P53779,1
5867,DB03147,Q96RQ9,1
5868,DB02689,P05089,1
5869,DB00055,P00450,1
5870,DB01439,P41145,1
5871,DB00726,P20309,1
5872,DB00738,P20815,1
5873,DB01201,P10632,1
5874,DB07244,P29474,1
5875,DB00727,P05091,1
5876,DB00418,P05177,1
5877,DB00449,P07550,1
5878,DB09280,P10632,1
5879,DB04593,P08709,1
5880,DB06850,P00734,1
5881,DB01576,P35368,1
5882,DB03216,P23526,1
5883,DB08362,P68400,1
5884,DB02751,Q14353,1
5885,DB04315,P40616,1
5886,DB00228,Q16445,1
5887,DB00363,P21917,1
5888,DB00527,Q9Y5Y9,1
5889,DB04315,P01112,1
5890,DB07615,O60760,1
5891,DB08912,P57059,1
5892,DB01073,P27707,1
5893,DB00091,Q96LZ3,1
5894,DB00694,P47989,1
5895,DB00753,P30049,1
5896,DB00317,P10635,1
5897,DB03310,P00390,1
5898,DB08751,P01112,1
5899,DB03233,P23919,1
5900,DB03461,P22570,1
5901,DB03621,P62942,1
5902,DB07096,P09874,1
5903,DB01437,Q16445,1
5904,DB07594,P08238,1
5905,DB08156,P00915,1
5906,DB00132,P32418,1
5907,DB04172,P00749,1
5908,DB00339,P08684,1
5909,DB01544,P05177,1
5910,DB00237,Q8N1C3,1
5911,DB01183,P08684,1
5912,DB00139,Q8IVL5,1
5913,DB04889,P31645,1
5914,DB06694,P18825,1
5915,DB00157,P00352,1
5916,DB06751,P27815,1
5917,DB00413,P28223,1
5918,DB01520,O15399,1
5919,DB01954,Q07343,1
5920,DB00134,Q9UBK8,1
5921,DB07636,P47985,1
5922,DB00213,P05177,1
5923,DB00603,P06401,1
5924,DB03899,P07900,1
5925,DB00619,P10635,1
5926,DB04723,P15086,1
5927,DB00051,P00736,1
5928,DB08709,P11309,1
5929,DB00372,P21917,1
5930,DB00055,P05154,1
5931,DB03428,P06493,1
5932,DB07443,Q02127,1
5933,DB01049,P25100,1
5934,DB02342,Q16665,1
5935,DB02010,P43405,1
5936,DB00619,P10721,1
5937,DB00814,P35354,1
5938,DB00363,P08908,1
5939,DB00157,P52895,1
5940,DB00774,P00918,1
5941,DB05812,P05177,1
5942,DB00696,P23975,1
5943,DB00228,P28472,1
5944,DB00831,P26447,1
5945,DB04409,P05230,1
5946,DB06695,P16662,1
5947,DB08219,P20248,1
5948,DB08918,P10635,1
5949,DB00568,P21728,1
5950,DB01437,O14764,1
5951,DB00934,P35368,1
5952,DB03832,Q9UKG9,1
5953,DB01151,P08908,1
5954,DB02966,P42262,1
5955,DB01023,P24462,1
5956,DB06908,P37231,1
5957,DB08896,P10632,1
5958,DB00157,Q9UDR5,1
5959,DB01088,P27815,1
5960,DB01076,P10635,1
5961,DB00619,P08684,1
5962,DB03964,Q99798,1
5963,DB07489,Q9Y6M4,1
5964,DB08772,O60218,1
5965,DB00893,P02794,1
5966,DB00800,P21728,1
5967,DB00078,P12314,1
5968,DB03559,P08319,1
5969,DB00688,Q9HAW9,1
5970,DB05304,Q16790,1
5971,DB02900,P20645,1
5972,DB00250,P33260,1
5973,DB08235,O15143,1
5974,DB00563,P42898,1
5975,DB00693,P04798,1
5976,DB00904,P05177,1
5977,DB01196,Q92731,1
5978,DB01567,O14764,1
5979,DB02337,Q93088,1
5980,DB00925,P35368,1
5981,DB00126,Q8IVL6,1
5982,DB06077,P14416,1
5983,DB00801,P28476,1
5984,DB00514,P41143,1
5985,DB00921,P10632,1
5986,DB00149,Q9P2J5,1
5987,DB00316,P11509,1
5988,DB01548,P41143,1
5989,DB00977,P10632,1
5990,DB01708,P48169,1
5991,DB01941,P28702,1
5992,DB01355,P23219,1
5993,DB01186,P28335,1
5994,DB09128,P18825,1
5995,DB01026,P10635,1
5996,DB03245,Q92947,1
5997,DB04661,P15813,1
5998,DB04395,P53355,1
5999,DB01069,P08173,1
6000,DB09078,P21802,1
6001,DB01229,Q16678,1
6002,DB01224,P20815,1
6003,DB08660,P68400,1
6004,DB00896,P04150,1
6005,DB01103,Q15111,1
6006,DB05466,P25103,1
6007,DB00836,P10632,1
6008,DB00463,P18505,1
6009,DB01142,P10635,1
6010,DB00468,P10635,1
6011,DB05483,P08048,1
6012,DB00514,P23975,1
6013,DB01559,P47870,1
6014,DB01036,P08172,1
6015,DB00203,P24462,1
6016,DB02379,Q9BZZ2,1
6017,DB00242,P31350,1
6018,DB01750,P63208,1
6019,DB05065,P27487,1
6020,DB00426,Q06278,1
6021,DB00661,P05177,1
6022,DB00388,P25100,1
6023,DB06702,P08173,1
6024,DB03657,P11217,1
6025,DB07403,Q15118,1
6026,DB03187,P23434,1
6027,DB00246,P28222,1
6028,DB01075,P33260,1
6029,DB05017,P05231,1
6030,DB01483,P48169,1
6031,DB03837,P25774,1
6032,DB00683,Q8N1C3,1
6033,DB01206,P10635,1
6034,DB00964,P18089,1
6035,DB00369,P19971,1
6036,DB01618,P28223,1
6037,DB00220,P33261,1
6038,DB00476,P31645,1
6039,DB00945,P19838,1
6040,DB00134,Q93088,1
6041,DB07128,P00734,1
6042,DB00338,P10632,1
6043,DB04258,P11473,1
6044,DB00998,P28222,1
6045,DB00185,P08684,1
6046,DB00875,P35348,1
6047,DB01191,P05177,1
6048,DB00297,P34995,1
6049,DB00186,P47870,1
6050,DB00690,P24046,1
6051,DB07900,P22894,1
6052,DB00320,P08913,1
6053,DB07189,P78536,1
6054,DB00668,P01375,1
6055,DB00120,Q9NSD9,1
6056,DB00714,Q9NYX4,1
6057,DB06042,Q9H4B7,1
6058,DB00246,P24462,1
6059,DB00313,Q01118,1
6060,DB00540,P08172,1
6061,DB01233,Q13639,1
6062,DB01353,P31644,1
6063,DB01355,P48169,1
6064,DB00672,Q09428,1
6065,DB01131,P33261,1
6066,DB04436,P04179,1
6067,DB05147,Q9H853,1
6068,DB01601,P10635,1
6069,DB04326,P60174,1
6070,DB07204,P61925,1
6071,DB00157,Q02218,1
6072,DB04601,P00918,1
6073,DB00398,P04049,1
6074,DB04126,P09668,1
6075,DB00718,P27144,1
6076,DB00208,Q9H244,1
6077,DB00276,P10635,1
6078,DB01184,P08684,1
6079,DB02010,Q08881,1
6080,DB01355,P11712,1
6081,DB01805,P07478,1
6082,DB03604,P10828,1
6083,DB00370,P08588,1
6084,DB00074,P12318,1
6085,DB00207,Q9UM07,1
6086,DB01151,P23975,1
6087,DB04837,P35367,1
6088,DB01049,O14764,1
6089,DB03740,Q9Y286,1
6090,DB00201,P51160,1
6091,DB00029,Q03405,1
6092,DB00217,P48048,1
6093,DB01059,P11509,1
6094,DB00860,P11509,1
6095,DB03010,P04350,1
6096,DB05879,P01375,1
6097,DB04937,O14746,1
6098,DB00292,P78334,1
6099,DB00292,P47869,1
6100,DB00381,P00915,1
6101,DB00455,P10635,1
6102,DB05232,Q99250,1
6103,DB00166,Q9Y234,1
6104,DB01752,Q14749,1
6105,DB02987,P07998,1
6106,DB05890,P15692,1
6107,DB08599,P39900,1
6108,DB00499,P10275,1
6109,DB02342,P11511,1
6110,DB03974,P29474,1
6111,DB00628,P18507,1
6112,DB00829,P33261,1
6113,DB06962,P20231,1
6114,DB08073,P61925,1
6115,DB00087,P12318,1
6116,DB00523,P48443,1
6117,DB01142,P50406,1
6118,DB00818,P48169,1
6119,DB05369,P25021,1
6120,DB00870,P11712,1
6121,DB01029,P08684,1
6122,DB00631,P23921,1
6123,DB01351,P34903,1
6124,DB00234,P08684,1
6125,DB01621,P08908,1
6126,DB05408,P29466,1
6127,DB04077,O60760,1
6128,DB04077,P09466,1
6129,DB00812,P08684,1
6130,DB00692,P35348,1
6131,DB00312,P36544,1
6132,DB00495,P33261,1
6133,DB00852,P18847,1
6134,DB06262,P18089,1
6135,DB00142,O15399,1
6136,DB01200,P35462,1
6137,DB02721,P00326,1
6138,DB00818,P19224,1
6139,DB01236,P48169,1
6140,DB00477,P41595,1
6141,DB05460,P09211,1
6142,DB06103,P20839,1
6143,DB01029,P05177,1
6144,DB02098,P10153,1
6145,DB00604,P24462,1
6146,DB06813,P00374,1
6147,DB08134,P24941,1
6148,DB00786,P09238,1
6149,DB01363,P31645,1
6150,DB00197,P11712,1
6151,DB00150,P14902,1
6152,DB02126,P69905,1
6153,DB00920,Q9NP56,1
6154,DB00842,P28476,1
6155,DB02840,P07900,1
6156,DB01394,P10632,1
6157,DB06817,P22309,1
6158,DB00752,P05181,1
6159,DB01100,P10635,1
6160,DB01174,Q13002,1
6161,DB00313,P80404,1
6162,DB07702,Q92731,1
6163,DB00142,P54687,1
6164,DB00909,P00918,1
6165,DB00924,P10635,1
6166,DB05744,P01375,1
6167,DB06292,P05177,1
6168,DB01254,P51692,1
6169,DB00151,P48637,1
6170,DB01752,P22061,1
6171,DB00073,P31994,1
6172,DB04447,P04035,1
6173,DB02621,P68133,1
6174,DB05014,P11362,1
6175,DB01435,P10635,1
6176,DB05895,O14763,1
6177,DB08294,P01744,1
6178,DB08896,Q15759,1
6179,DB00907,Q9Y5Y9,1
6180,DB00158,P41439,1
6181,DB08465,P14625,1
6182,DB00297,Q9Y5Y9,1
6183,DB00918,P28222,1
6184,DB11362,P08684,1
6185,DB03461,O60218,1
6186,DB00497,P41143,1
6187,DB01236,Q09470,1
6188,DB04841,P10635,1
6189,DB00950,P10635,1
6190,DB00268,P28222,1
6191,DB06729,P10632,1
6192,DB08864,P33261,1
6193,DB00801,P47869,1
6194,DB00579,P23975,1
6195,DB00424,P08173,1
6196,DB05876,P27815,1
6197,DB08901,P07948,1
6198,DB01174,P33260,1
6199,DB00321,P20813,1
6200,DB01167,P08684,1
6201,DB01970,Q13370,1
6202,DB03035,P68400,1
6203,DB04787,P06401,1
6204,DB04946,P18825,1
6205,DB07638,Q92731,1
6206,DB00741,P24462,1
6207,DB01236,O00591,1
6208,DB08329,P00918,1
6209,DB00619,P33261,1
6210,DB07073,P48736,1
6211,DB07181,P27487,1
6212,DB00956,P41143,1
6213,DB00763,P33261,1
6214,DB00252,P33260,1
6215,DB00273,P18507,1
6216,DB00138,O60931,1
6217,DB06144,P50406,1
6218,DB01327,P51580,1
6219,DB01174,P11712,1
6220,DB06589,P10721,1
6221,DB06290,P05177,1
6222,DB02837,P11226,1
6223,DB03822,P06276,1
6224,DB00315,P28222,1
6225,DB00171,P42684,1
6226,DB07802,P68400,1
6227,DB00268,P10635,1
6228,DB00958,P05164,1
6229,DB01156,P05177,1
6230,DB01252,Q09428,1
6231,DB00898,Q13698,1
6232,DB01045,P20815,1
6233,DB00726,P08684,1
6234,DB00937,P23975,1
6235,DB07913,Q9UBX1,1
6236,DB05708,P36544,1
6237,DB00119,P11498,1
6238,DB00367,P10275,1
6239,DB01117,Q02127,1
6240,DB04941,P13569,1
6241,DB06292,P31639,1
6242,DB00945,P25963,1
6243,DB04725,P09917,1
6244,DB03696,P48449,1
6245,DB08231,P63098,1
6246,DB00162,P10745,1
6247,DB00336,P47989,1
6248,DB04044,P11217,1
6249,DB06603,Q8WUI4,1
6250,DB01472,P10635,1
6251,DB04879,P35916,1
6252,DB05386,P15509,1
6253,DB00179,P09917,1
6254,DB05341,P05155,1
6255,DB01296,P01375,1
6256,DB00731,P08684,1
6257,DB08312,P24941,1
6258,DB00448,Q02928,1
6259,DB00129,P78540,1
6260,DB05147,Q9BUF5,1
6261,DB08816,Q9H244,1
6262,DB00886,P12821,1
6263,DB03461,P15121,1
6264,DB01186,P21918,1
6265,DB06674,P01375,1
6266,DB08187,P00734,1
6267,DB02659,P23141,1
6268,DB00945,Q9UGJ0,1
6269,DB06887,P18031,1
6270,DB00589,P35462,1
6271,DB00622,P10635,1
6272,DB00313,P20815,1
6273,DB00589,P08913,1
6274,DB07790,P24941,1
6275,DB06144,P25100,1
6276,DB00039,P11362,1
6277,DB05239,P20815,1
6278,DB06741,P06133,1
6279,DB08182,P24941,1
6280,DB03783,P10635,1
6281,DB01442,P21397,1
6282,DB02607,P15531,1
6283,DB05505,P24557,1
6284,DB00104,P30872,1
6285,DB01234,P11509,1
6286,DB06061,Q13233,1
6287,DB06201,P41594,1
6288,DB01708,P18507,1
6289,DB03690,Q00169,1
6290,DB04964,Q8WXI7,1
6291,DB00110,P31994,1
6292,DB06207,P16662,1
6293,DB04982,P42263,1
6294,DB00030,P06213,1
6295,DB00969,P11712,1
6296,DB00616,P08473,1
6297,DB00665,P11712,1
6298,DB01153,Q16850,1
6299,DB00277,Q16678,1
6300,DB01201,P10635,1
6301,DB00702,P04746,1
6302,DB00527,Q14524,1
6303,DB01844,Q9UNI1,1
6304,DB00697,P18089,1
6305,DB01396,P08684,1
6306,DB06626,P08684,1
6307,DB00163,P05771,1
6308,DB01236,P18505,1
6309,DB07941,Q16539,1
6310,DB00306,P28472,1
6311,DB01114,P31645,1
6312,DB00543,P14867,1
6313,DB00091,P08684,1
6314,DB01032,P11712,1
6315,DB04799,P47985,1
6316,DB02351,P00734,1
6317,DB01942,P29475,1
6318,DB08584,P08581,1
6319,DB00675,P05771,1
6320,DB00599,P42262,1
6321,DB01268,P36888,1
6322,DB00515,P09488,1
6323,DB01118,P10635,1
6324,DB01232,P10632,1
6325,DB01488,P50406,1
6326,DB08351,Q16539,1
6327,DB00145,P13196,1
6328,DB04685,P33316,1
6329,DB04967,P27695,1
6330,DB00157,O60701,1
6331,DB00603,P11712,1
6332,DB00110,P12318,1
6333,DB00028,P01024,1
6334,DB00673,P08684,1
6335,DB05521,P08684,1
6336,DB08838,Q9Y2I1,1
6337,DB02109,Q8N142,1
6338,DB04841,P11509,1
6339,DB01406,Q96P88,1
6340,DB00377,P46098,1
6341,DB00619,Q08345,1
6342,DB00295,P41145,1
6343,DB00028,Q92637,1
6344,DB04336,P07477,1
6345,DB07209,P37231,1
6346,DB00357,P11511,1
6347,DB00042,Q8N9I0,1
6348,DB07502,P07900,1
6349,DB01021,P51580,1
6350,DB02860,P36873,1
6351,DB04077,P05181,1
6352,DB00536,Q14353,1
6353,DB00737,P35367,1
6354,DB00318,P16662,1
6355,DB01403,P14416,1
6356,DB01169,P24385,1
6357,DB00130,Q06203,1
6358,DB06594,P48039,1
6359,DB00424,P20309,1
6360,DB04618,P04746,1
6361,DB00092,P06729,1
6362,DB00371,P18505,1
6363,DB01226,Q15822,1
6364,DB00475,Q8N1C3,1
6365,DB02482,P28482,1
6366,DB00082,P08684,1
6367,DB00768,P80511,1
6368,DB02347,P42262,1
6369,DB00801,P14867,1
6370,DB02299,P22459,1
6371,DB00364,P02679,1
6372,DB00624,Q16678,1
6373,DB00119,P14618,1
6374,DB01142,P08173,1
6375,DB03144,P29474,1
6376,DB03461,Q6UWP2,1
6377,DB00112,P12318,1
6378,DB00865,P08913,1
6379,DB00688,P12268,1
6380,DB07812,P31751,1
6381,DB08175,P28702,1
6382,DB00157,P03891,1
6383,DB00677,P06276,1
6384,DB03900,P60174,1
6385,DB01118,P11712,1
6386,DB03643,P05981,1
6387,DB07954,O00408,1
6388,DB00148,P12532,1
6389,DB02216,P16455,1
6390,DB08801,P08172,1
6391,DB00145,Q9H598,1
6392,DB00690,P08684,1
6393,DB04516,Q9NPH2,1
6394,DB01173,P35367,1
6395,DB00540,P20815,1
6396,DB08996,P22303,1
6397,DB04493,Q16877,1
6398,DB00690,P47870,1
6399,DB04865,P39023,1
6400,DB05066,P05231,1
6401,DB00696,P18089,1
6402,DB08865,P08581,1
6403,DB00228,P98194,1
6404,DB03923,Q86VU5,1
6405,DB01267,P08913,1
6406,DB01601,P20813,1
6407,DB02583,P00374,1
6408,DB00808,P08684,1
6409,DB04946,P50406,1
6410,DB06681,P42081,1
6411,DB00550,P05164,1
6412,DB05205,P21397,1
6413,DB00118,P35520,1
6414,DB00980,P05177,1
6415,DB01626,P21397,1
6416,DB01161,Q9GZZ6,1
6417,DB00281,P20813,1
6418,DB02467,P20339,1
6419,DB04397,P36871,1
6420,DB01437,P10635,1
6421,DB05183,O14920,1
6422,DB00130,P21980,1
6423,DB02266,P35354,1
6424,DB07300,O15530,1
6425,DB07374,P62829,1
6426,DB00321,P28223,1
6427,DB04608,P30291,1
6428,DB03929,P23415,1
6429,DB07585,P31749,1
6430,DB05007,P01133,1
6431,DB07899,P17538,1
6432,DB00129,Q9UMX2,1
6433,DB00575,P08913,1
6434,DB05187,P37231,1
6435,DB04905,P35367,1
6436,DB06774,P05177,1
6437,DB01236,Q99928,1
6438,DB02342,P04798,1
6439,DB05239,Q9HB55,1
6440,DB00206,P54219,1
6441,DB02285,P02792,1
6442,DB04630,P05093,1
6443,DB00131,Q9Y478,1
6444,DB01466,P10635,1
6445,DB03159,P00734,1
6446,DB00623,P14416,1
6447,DB04845,Q13509,1
6448,DB00157,P51659,1
6449,DB00425,P11712,1
6450,DB01353,P42262,1
6451,DB00005,P09871,1
6452,DB00601,P21397,1
6453,DB00208,P05164,1
6454,DB08048,P03372,1
6455,DB00785,P08172,1
6456,DB00215,P33261,1
6457,DB01020,P08684,1
6458,DB00898,P28472,1
6459,DB04530,P36952,1
6460,DB00503,P24462,1
6461,DB01951,P62942,1
6462,DB00388,P05177,1
6463,DB01151,P20813,1
6464,DB00028,O75015,1
6465,DB00363,P35348,1
6466,DB00170,P08709,1
6467,DB00448,P08684,1
6468,DB00073,P09871,1
6469,DB00515,P35354,1
6470,DB01146,P35367,1
6471,DB00818,Q9HAW9,1
6472,DB09073,P08684,1
6473,DB08534,P24941,1
6474,DB01405,P05177,1
6475,DB01251,Q09428,1
6476,DB08889,P49721,1
6477,DB00619,P00519,1
6478,DB04447,Q96QT4,1
6479,DB04855,Q12809,1
6480,DB07822,P22303,1
6481,DB07636,P00156,1
6482,DB00734,P28335,1
6483,DB02643,P27338,1
6484,DB07070,Q03181,1
6485,DB08802,P35367,1
6486,DB01110,O15554,1
6487,DB00780,P27338,1
6488,DB04270,P37231,1
6489,DB00334,P50406,1
6490,DB00802,P20815,1
6491,DB00463,P47869,1
6492,DB08321,Q16706,1
6493,DB00486,P34972,1
6494,DB00762,P23141,1
6495,DB03449,P35228,1
6496,DB00502,P20815,1
6497,DB06896,P08581,1
6498,DB01234,P08684,1
6499,DB00777,P08172,1
6500,DB06209,P11712,1
6501,DB00171,P45844,1
6502,DB00655,P03372,1
6503,DB00368,P18089,1
6504,DB01186,P08684,1
6505,DB04557,P23219,1
6506,DB00400,P05177,1
6507,DB02659,P15954,1
6508,DB07954,P18545,1
6509,DB00334,P25021,1
6510,DB00799,P28702,1
6511,DB01229,Q9H4B7,1
6512,DB04946,P08908,1
6513,DB00818,Q16678,1
6514,DB01267,P14416,1
6515,DB00500,P05164,1
6516,DB00957,P06401,1
6517,DB00514,P10635,1
6518,DB07121,P78536,1
6519,DB08911,P08684,1
6520,DB04448,P00326,1
6521,DB07244,P00797,1
6522,DB01892,O75469,1
6523,DB04521,Q16772,1
6524,DB02465,O00519,1
6525,DB00620,P04150,1
6526,DB00706,P25100,1
6527,DB00852,P01100,1
6528,DB04366,P15531,1
6529,DB05169,Q96GD4,1
6530,DB09063,Q9UM73,1
6531,DB00238,P08684,1
6532,DB00477,P35462,1
6533,DB00829,P24462,1
6534,DB04931,Q01726,1
6535,DB06882,Q16539,1
6536,DB08632,P68871,1
6537,DB02011,P00480,1
6538,DB00841,P21964,1
6539,DB00675,P05177,1
6540,DB00157,P07864,1
6541,DB00322,P19971,1
6542,DB00139,O75936,1
6543,DB06204,P16662,1
6544,DB07207,P08709,1
6545,DB00157,Q92506,1
6546,DB00534,P51649,1
6547,DB02731,P55809,1
6548,DB09570,P08684,1
6549,DB00666,Q96P88,1
6550,DB01028,P28472,1
6551,DB01437,Q8N1C3,1
6552,DB05110,P01579,1
6553,DB01037,P27338,1
6554,DB08907,P08684,1
6555,DB00241,P31644,1
6556,DB00562,Q16790,1
6557,DB00321,P08172,1
6558,DB03484,P08758,1
6559,DB00829,P47870,1
6560,DB03461,P14061,1
6561,DB00412,P23219,1
6562,DB01558,O14764,1
6563,DB01608,P35368,1
6564,DB00898,P30532,1
6565,DB04326,P04075,1
6566,DB08910,Q96SW2,1
6567,DB00340,P08173,1
6568,DB00346,P35348,1
6569,DB07735,P56817,1
6570,DB00852,P21397,1
6571,DB00693,P06310,1
6572,DB01191,P10635,1
6573,DB05796,P08473,1
6574,DB00157,O43674,1
6575,DB01065,P62158,1
6576,DB01708,Q99720,1
6577,DB01201,P11712,1
6578,DB01698,P11712,1
6579,DB02830,P00813,1
6580,DB08868,Q9H228,1
6581,DB08883,P42261,1
6582,DB00342,P20815,1
6583,DB00715,P20813,1
6584,DB00170,P04070,1
6585,DB00477,P20309,1
6586,DB00898,Q01668,1
6587,DB00203,P18545,1
6588,DB00307,P28702,1
6589,DB02249,P00326,1
6590,DB03889,Q16775,1
6591,DB06902,P62508,1
6592,DB02014,P18031,1
6593,DB07467,P00918,1
6594,DB01049,P08908,1
6595,DB03125,P00374,1
6596,DB02210,P04150,1
6597,DB00371,P18507,1
6598,DB00544,Q12882,1
6599,DB00071,P06213,1
6600,DB06089,O43526,1
6601,DB03814,P15291,1
6602,DB00540,P10635,1
6603,DB00805,P28335,1
6604,DB06089,Q9NR82,1
6605,DB00647,P24462,1
6606,DB04920,P33261,1
6607,DB04828,Q9Y5Y4,1
6608,DB05495,P14780,1
6609,DB01559,P18505,1
6610,DB04652,Q15788,1
6611,DB08807,P13945,1
6612,DB04791,P07477,1
6613,DB00537,P20815,1
6614,DB01182,P08684,1
6615,DB00292,P48169,1
6616,DB01036,P20309,1
6617,DB09082,P07550,1
6618,DB03635,P02775,1
6619,DB06148,Q9H3N8,1
6620,DB00358,P06276,1
6621,DB00619,P07333,1
6622,DB01435,P20813,1
6623,DB02068,P50440,1
6624,DB00572,P05177,1
6625,DB02901,P05093,1
6626,DB06413,P20813,1
6627,DB09039,P08684,1
6628,DB07977,Q02127,1
6629,DB03486,Q8WVQ1,1
6630,DB01784,P00918,1
6631,DB00270,P08684,1
6632,DB00171,P00519,1
6633,DB01285,Q01718,1
6634,DB01677,P23368,1
6635,DB06262,P25100,1
6636,DB05087,P48169,1
6637,DB07780,P53611,1
6638,DB00481,P11511,1
6639,DB00628,P48169,1
6640,DB05484,P10145,1
6641,DB02310,P50579,1
6642,DB00679,P05177,1
6643,DB00318,P35372,1
6644,DB00818,P05181,1
6645,DB02662,P18031,1
6646,DB05478,P08684,1
6647,DB00118,P19623,1
6648,DB00562,P22748,1
6649,DB00363,P20309,1
6650,DB00726,P33261,1
6651,DB08052,P12931,1
6652,DB03754,P15692,1
6653,DB06862,P42574,1
6654,DB00673,P25103,1
6655,DB02105,P21964,1
6656,DB00308,Q14654,1
6657,DB01124,Q09428,1
6658,DB00898,A5X5Y0,1
6659,DB00898,P19320,1
6660,DB01028,Q99928,1
6661,DB00157,Q96C36,1
6662,DB00764,P04150,1
6663,DB04153,P11766,1
6664,DB01220,P08684,1
6665,DB07277,P00734,1
6666,DB07954,O76083,1
6667,DB00293,Q05932,1
6668,DB01049,P14416,1
6669,DB00898,P08684,1
6670,DB06282,P35367,1
6671,DB01262,P27707,1
6672,DB01621,P14416,1
6673,DB02559,P00374,1
6674,DB00829,O00591,1
6675,DB00678,Q9HAW8,1
6676,DB00993,P51580,1
6677,DB03526,P00918,1
6678,DB07006,P30291,1
6679,DB00312,Q9UN88,1
6680,DB01083,P16233,1
6681,DB00653,P54289,1
6682,DB01224,P08172,1
6683,DB00752,P11712,1
6684,DB06042,Q02880,1
6685,DB04998,Q9Y6K9,1
6686,DB00777,P08912,1
6687,DB04851,P33527,1
6688,DB00920,P52209,1
6689,DB04141,P00156,1
6690,DB02338,Q16881,1
6691,DB00114,Q9Y617,1
6692,DB04464,P04271,1
6693,DB04531,P16455,1
6694,DB04648,P05089,1
6695,DB09291,P08684,1
6696,DB00055,P07225,1
6697,DB01325,Q13621,1
6698,DB04840,P10635,1
6699,DB04946,P05181,1
6700,DB01812,P50225,1
6701,DB03572,P00813,1
6702,DB00667,P10635,1
6703,DB00273,P78334,1
6704,DB08515,P25787,1
6705,DB01942,Q99418,1
6706,DB00114,P17174,1
6707,DB00675,P10635,1
6708,DB00188,P25788,1
6709,DB05047,P42263,1
6710,DB07929,P28702,1
6711,DB08860,P04035,1
6712,DB00909,Q07699,1
6713,DB01221,P08172,1
6714,DB00188,P25789,1
6715,DB00189,Q16445,1
6716,DB07059,P00797,1
6717,DB00755,O94788,1
6718,DB02857,P00491,1
6719,DB07374,Q9UHA3,1
6720,DB00332,P08172,1
6721,DB04975,P08684,1
6722,DB00316,P19224,1
6723,DB04919,P02675,1
6724,DB04238,P07477,1
6725,DB01234,P24462,1
6726,DB00546,P28472,1
6727,DB04868,P11712,1
6728,DB05359,P49286,1
6729,DB00333,P24462,1
6730,DB07771,P49356,1
6731,DB08358,P49137,1
6732,DB00042,P63027,1
6733,DB03280,P23919,1
6734,DB08818,Q5JVS0,1
6735,DB01708,O15399,1
